序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10019743,红花当归散,nan,nan,《宋?太平惠民和剂局方》,治妇人血脏虚竭，或积瘀血，经候不行；或断续不定，时作腹痛，腰胯疼重，攻刺小腹紧硬，室女月经不通，并宜服之。,nan,nan,nan,刘寄奴草五两，当归（去芦）、牛膝（酒浸）、甘草（炙）、紫葳、红花、苏木（一本作莪），各二两；赤芍药九两，肉桂（去粗皮）、白芷，各一两半。,上为细末。,nan,有孕不可服。,nan,nan,nan,nan,nan,nan
10019744,红花当归散,nan,nan,《女科万金方》,妇人32-33岁，连年生育，败血过多，血虚脾胃弱，盛热，以致经水不匀，或1月、或40日、或2月，不时肚痛，腹中结块，饮食少进，困倦，潮热往来，恶心烦躁。,nan,nan,nan,柴胡3钱，陈皮3钱，当归6钱，川芎5钱，赤芍药5钱，熟地5钱，小茴香2钱，枳壳2钱，三棱2钱，干漆2钱，玄胡索3钱，厚朴3钱，香附3钱，黄芩3钱，白术3钱，红花3钱，甘草1钱5分。,nan,nan,nan,nan,nan,nan,《郑氏家传女科万金方》有牛膝、生姜，无干漆。遍身疼，加羌活3钱；泄泻，加肉蔻、粟壳各2钱；咳嗽，加杏仁、五味、桔梗、苏叶各3钱，气急亦然。,nan,nan
10019746,红花当归散,nan,nan,《女科切要》卷一,妇人经闭，气血凝滞，腹中结块，腰腿重疼者。,nan,nan,nan,当归、红花、桃仁、玄胡、川芎、小茴、郁金。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10019747,红花当归散,nan,nan,《奇方类编》卷下,妇人月经不至，腰腿疼痛。,nan,nan,nan,红花1两，当归1两，肉桂1两，牛膝1两，赤芍1两，紫葳2两，苏木2两。,上为细末。,nan,nan,nan,nan,nan,每服2钱，酒调下。,nan,nan
10019748,红花当归散,凌霄花散（《玉机微义》卷四十九）。,nan,《寿世保元》卷七,妇人三十一二岁，年年生育，败血过多，血虚胃热，以致经水不匀，不时腹中疼痛结块，饮食少进，困倦目眩，潮热往来，五心烦躁。,nan,nan,nan,当归（酒洗）8分，川芎6分，赤芍药6分，熟地黄6分，香附6分，枳壳5分，玄胡索5分，厚朴4分（姜炒），小茴香4分（酒炒），柴胡4分，陈皮4分，三棱（醋炒）4分，莪术（醋煨）4分，牛膝（去芦）4分，红花3分，甘草2分。,上锉。,nan,孕妇不可服。,nan,nan,nan,nan,nan,nan
10019751,红花当归汤,红花当归散,nan,《叶氏女科》卷一,破瘀血。主治经来未尽腹痛。经来一半，余血未尽，腹中作痛，或发热，或不发热，乃气血俱实也。,nan,nan,nan,红花1钱，当归1钱，牛膝1钱，苏木1钱，川芎5分，枳壳6分（麸炒），莪术8分，赤芍8分，三棱8分，芫花8分。,nan,nan,nan,nan,nan,nan,红花当归散（《女科秘要》卷三）。,nan,nan
10019754,红花当归饮,红花当归散、凌霄花散、红花归尾散、调经活血汤,nan,《女科万金方》,逐瘀血，通经。主治妇人血脏虚竭，或积瘀血，经候不行；或断续不定，时作腹痛，腰胯疼重，攻刺小腹紧硬，及室女月经不通。,nan,nan,nan,红花、当归、赤芍、牛膝、紫葳、官桂、甘草、白芷、苏木、寄奴。,nan,nan,有孕不可服。,nan,nan,nan,nan,nan,nan
10019760,红花糯米粥,nan,nan,《民间方》,养血活血调经。适用于月经不调而有血虚、血淤者。,nan,nan,nan,红花10克，当归10克，丹参15克，糯米100克。,先煎诸药，去渣取汁，后入米煮作粥。,nan,nan,nan,nan,nan,每日2次，空腹食。,nan,nan
10019770,红花散,nan,nan,《保命集》卷下,妇人产后血晕，胞衣不下，血崩，月事不调，及远年干血气。,nan,nan,nan,干荷叶、牡丹皮、当归、红花、蒲黄（炒）各等分。,上为细末。,nan,nan,nan,nan,nan,每服半两，酒煎和滓温服。如胞衣不下，另用榆白皮研末煎汤，调服半两。,nan,nan
10019773,红花散,nan,nan,《胎产新书?女科秘要》卷三,推血下行。主治妇人月经从口鼻出，五心发热，咳嗽气急。,nan,nan,nan,红花8分，黄芩8分，苏木8分，花粉6分。,nan,nan,nan,nan,nan,nan,红花汤（《叶氏女科》卷一）。先服红花散七帖，再服冬花散止嗽下气，不须5-7帖即安。,nan,nan
10019775,红花散,nan,nan,《素问病机气宜保命集》卷下,治产后血昏、血崩，胞衣不下；妇女月经不调。,nan,nan,nan,干荷叶、牡丹皮、当归、红花、蒲黄（炒）各等分。,上药为细末。,nan,nan,nan,nan,nan,每服15克，酒煎和滓温服。如胞衣不下，以榆白皮末煎汤调服。,nan,nan
10019787,红花汤,nan,nan,《妇科玉尺》卷一,经行过期及不月。,nan,nan,nan,红花、琥珀、白芍、麝香、没药、当归、桂枝、桃仁、苏木。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10019788,红花桃仁煎,nan,nan,《陈素庵妇科补解》卷一,治妇人月水不通，属瘀血者，小腹时时作痛，或少腹板急。,nan,nan,nan,红花、当归、桃仁、香附、延胡索、赤芍、川芎、乳香、丹参、青皮、生地。,nan,nan,nan,nan,nan,nan,水煎服。有热者，加酒炒大黄；兼寒者，加肉桂、熟艾。,nan,nan
10019793,红花丸,nan,nan,《普济方》卷三三五,妇人腹中血气刺痛，月事不通。,nan,nan,nan,红花子1升（为末）。,以好酒1升8合拌匀，晒干，再为末，用蜜和丸，如梧桐子大。,nan,nan,nan,nan,nan,空心服40丸，用酒送下。或为散。每服3钱，空心用温酒调下。,nan,nan
10019825,红蓝花汤,红蓝花散,nan,《圣济总录》卷一五一,妇人经月不通，小便赤涩，身体疼痛。,nan,nan,nan,红蓝花1两，木通1两（锉），牡丹皮1两，当归半两（切，炒），土瓜根半两，甘草（炙）1分。,上为粗末。,nan,nan,nan,nan,nan,红蓝花散（《鸡峰》卷十六）。,nan,nan
10019832,红灵丹,八宝红灵丹、绛雪、八宝红灵散、红灵散,nan,《齐氏医案》卷六,感冒伤风，伤寒伤暑，痧胀，中恶中毒，心疼腹痛，哮喘痰嗽，牙痛，小儿急惊，五疳诸积，食伤饱胀，霍乱吐泻，时症瘟疫，痈疽疔毒疮疖，痰核痰疱，蜂螫虫咬，妇女月经不调。,nan,nan,nan,明雄6钱，朱砂6钱，礞石6钱，火消6钱，月石6钱，麝香2分，洋片2分，佛金40张。,各制合研极细末，瓷瓶收贮，勿令泄气，轻重量用；或烧酒、冷水为丸，如梧桐子大。,nan,孕妇忌用。,nan,nan,nan,nan,nan,nan
10020022,后调汤,nan,nan,《辨证录》卷十一,舒肝补肾。主治妇人经后小腹作痛。,nan,nan,nan,阿胶3钱，荆芥3钱，巴戟天1钱，山药5钱，白芍3钱，当归3钱，甘草5钱，山茱萸3钱。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10020089,厚朴汤,nan,nan,方出《校注妇人良方》卷七，名见《赤水玄珠》卷二十,妇人心腹胀满。月水不通，气滞痞呕，结痰在上，寒热。,nan,nan,nan,厚朴（姜汁炒）。,nan,nan,nan,nan,nan,nan,每服5钱，加生姜7片，水煎温服，不拘时候。间服沉香降气汤。,nan,nan
10020171,胡粉膏,nan,nan,《卫生总微》卷十八,小儿头疮久不愈，经来年岁。,nan,nan,nan,松脂1两半，苦参1两半，黄连（去须）1两半，大黄（生）1两，胡粉1两，黄芩1两1分，水银1两1分，白矾半两，蛇床子3分。,上为细末，以腊月猪脂和研至不见水银星为度。,nan,nan,nan,nan,nan,敷之。,nan,nan
10020407,槲叶饮,nan,nan,《圣济总录》卷一五二,妇人经血不得止。,nan,nan,nan,槲叶脉2两半（炙，锉），地榆2两（锉），阿胶（炒令燥）1两，青竹茹1两。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，水1盏，煎7分，去滓温服，日2夜1。,nan,nan
10020527,虎掌汤,nan,nan,《圣济总录》卷一五一,妇人月水木利，腹中满痛。,nan,nan,nan,虎掌（锉）半两，大黄（锉，炒）2两，桃仁（汤浸，去皮尖双仁，麸炒黄）30枚，水蛭（以糯米同炒，米熟去米）21枚。,上为粗末。,nan,nan,nan,nan,nan,每服2钱匕，水1盏，煎至7分，去滓温服。血快即止。,nan,nan
10020537,虎杖煎,nan,nan,《千金》卷四,腹内积聚，虚胀雷鸣，四肢沉重，月经不通。亦治丈夫病。,nan,nan,nan,高地虎杖根（细锉）2斛。,nan,nan,nan,nan,nan,nan,以水2石5斗，煮取1大斗半，去滓，澄滤令净，取好淳酒5升和煎，令如饧。每服1合，消息为度，不知则加之。,nan,nan
10020541,虎杖散,nan,nan,《圣惠》卷七十九,产后多时，月水不通。,nan,nan,nan,虎杖3分，牛膝3分（去苗），苏枋半两（锉），红蓝花半两，莲子心半两，当归3分（锉，微炒），桂心半两，牡丹半两，干漆半两（捣碎，炒令烟出），鬼箭羽半两，狗膝2个（干者），硇砂半两（研入），琥珀半两，麝香1分（研入）。,上为细散，研令匀。,nan,nan,nan,nan,nan,每服1钱，食前以温酒调下。,nan,nan
10020542,虎杖散,nan,nan,方出《圣惠》卷七十二，名见《普济方》卷三三四,妇人月水不利，腹胁妨闷，背膊烦疼。,nan,nan,nan,虎杖3两，凌霄花1两，没药1两。,上为细散。,nan,nan,nan,nan,nan,每服1钱，以热酒调下，不拘时候。,nan,nan
10020607,琥珀煎丸,nan,nan,《普济方》卷三三四,妇人经水不行，脐腹绞痛。,nan,nan,nan,当归赤芍药1两，川楝子半两，玄胡索半两，蓬术半两，琥珀（另研）半两，香附子1两半。,上除琥珀外，用好陈酒1大碗，煮干焙过，研为细末，入琥珀，醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服50丸，空心醋汤送下。,nan,nan
10020620,琥珀散,nan,nan,《太平圣惠方》卷七十九,活血散瘀，消积破症。治产后脏腑夙有风冷，恶血下少，积成血瘕，月水不利者。,nan,nan,nan,琥珀15克（细研），硫黄15克（细研），硇砂30克，没药15克，麒麟竭15克，斑蝥7.5克（炒熟，去翅、足），水蛭15克（炒令黄），桂心30克，干漆15克（捣碎，炒令烟出），海马子9枚，当归30克（锉，微炒），虻虫7.5克（去翅、足，微炒），芫花30克（以醋拌过，炒令干），麝香7.5、克（研入）。,上药捣细罗为散，和匀。,nan,nan,nan,nan,nan,每服3克，以酒75毫升，童便75毫升、桃仁（去皮、尖，研）7枚，同煎一二沸，空腹时服。当下恶滞物，以愈为度。,nan,nan
10020621,琥珀散,nan,nan,《普济本事方》卷十,逐瘀止痛。治妇人瘀血壅滞，经来腹脐疬痛不可忍，及产后恶露不快，血上抢心，迷闷不省，气绝欲死。,nan,nan,nan,荆三棱（制）、蓬莪术（锉）、赤芍药、刘寄奴（去梗）、牡丹皮（去心）、官桂（不见火）、熟干地黄、菊花（去萼）、真蒲黄、当归（干称，细锉）各30克。,上药前五味，加入乌豆270克，生姜250克（切片），用米醋2.4升同煮，豆烂为度，焙干，再入后五味，同为末。,nan,nan,nan,nan,nan,每次服6克，用温酒调下，空腹时服。若是寻常血气痛，只一服；产后血冲心，二服便下。,nan,nan
10020625,琥珀散,nan,nan,《玉案》卷五,月水凝滞，腹胁胀满疼痛，并血逆攻心眩晕。,nan,nan,nan,琥珀5钱，乌药5钱，蓬术5钱，刘寄奴5钱，白芍5钱，肉桂2钱，丹皮8钱，当归8钱，生地8钱，玄胡索8钱。,上为末。,nan,nan,nan,nan,nan,每服3钱，空心砂仁汤调下。,nan,nan
10020629,琥珀散,nan,nan,《名家方选》,消瘀血。主治经闭血癖，腹痛。,nan,nan,nan,琥珀、鳖甲、大黄各等分。,上为末。,nan,nan,nan,nan,nan,每服2钱，温酒送下，1日2次。,nan,nan
10020648,琥珀调经丸,nan,nan,《摄生众妙方）卷十一,活血调经。治因月经不调，不能受孕者。（不孕）,nan,nan,nan,香附子500克（250克用童便浸，250克用好醋浸，各浸七日），好艾（摘去枝、梗）120克（加入香附子内搅匀，再加好醋1升，入砂锅内煮干为度，日中晒干，磨为细末），没药、当归（酒洗）各60克，川芎60克，熟地60克（酒蒸，另杵入糊）、生地黄60克（酒浸，另捣入糊）、芍药60克（煨）、琥珀30克（另研）。,上药共为细末，用醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服100丸，空腹时用艾、醋汤送下。,nan,nan
10020651,琥珀丸,nan,nan,《太平圣惠方》卷七十九,治产后积聚成血瘕，致月水不通，小腹疼痛。,nan,nan,nan,琥珀30克（细研），没药30克，当归30克（锉，微炒），赤芍药30克，京三棱30克，鳖甲30克（涂醋，炙微黄），虻虫30克（去姻、足，微炒），水蛭30克（炒令黄）。,上药捣罗为末，炼蜜和捣二三百杵，丸如绿豆大。,nan,nan,nan,nan,nan,每次10丸，空腹时用温酒送下。,nan,nan
10020681,琥珀朱砂丸,琥珀丸,nan,《医学入门》卷八,室女带下。妇人月水不准及难产，产后血奔，或因气与风寒暑湿所搏，以致月经不调，或瘀血刺痛。,nan,nan,nan,琥珀4钱，木香4钱，当归4钱，没药4钱，乳香1钱，麝香2分半，朱砂2分半。,上为末，水为丸，如龙眼核大。,nan,nan,nan,nan,nan,琥珀丸（《郑氏家传女科万金方》卷一）。《郑氏家传女科万金方》本方用法：上为末，用人乳拌乳香，饭锅上煮化，下前药为丸，如芡实大，朱砂为衣。临服童便，姜汁、酒送下。,nan,nan
10020683,琥珀滋生丸,nan,nan,《惠直堂方》卷四,妇人胎前产后百病。脑胁疼痛，绕脐腹痛，呕逆上气，筑心痰喘，不进饮食；诸色痢疾，及赤白带下，血冷血崩，漏胎下血；泄泻不止；尿涩诸淋；血晕不知人事；上热下冷；遍身虚肿水气；产内二毒伤寒及中风角弓反张；月经不通，或间杂五色，频频而下，断续不止，饮食无味，肌瘦面赤，唇焦，乍寒乍热，四肢频痛，五心烦热，黑(黑干)血斑，赤肿走注，血风劳伤。,nan,nan,nan,琥珀1两（醋炒，灯草同研），阿胶1两（炒成珠），五味子5钱，附子（制）1两（夏5钱），肉桂（去粗皮）5钱，沉香5钱（不见火），川芎5钱，桑寄生1两，当归1两，肉苁蓉1两，人参1两，续断1两，熟地1两，没药（炙）1两，木香（不见火）1两，延胡索1两，乳香（炙）1两，牛黄3钱，朱砂1两（为衣）。,上为细末。先将益母草8两揉碎，加水10碗，熬成一半，去滓，慢火熬成膏，和药末，少加老蜜，捣千余下，分为百份，每丸重1钱4分，朱砂为衣，阴干，再晒极干，黄蜡为壳。,nan,nan,nan,nan,nan,每服1丸。脑胁疼痛，绕脐腹痛，及呕逆上气，筑心痰喘，不进饮食，用姜汁少许，和酒化服；诸色痢疾，及赤白带下，血冷血崩，漏胎下血，用生姜、艾叶（炒令黑色）酒煎数沸，调服；泄泻不止，陈米饮调服；尿涩诸淋，通草、灯心汤送下；血晕不知人事，童便调灌半丸，醒后当归汤服1-2丸；上热下冷，人参汤服；遍身虚肿水气，赤小豆汤调服；产内二毒伤寒及中风角弓反张，麻黄汤调服，被盖出汗；月经不通，或间杂五色，频频而下，断续不止，饮食无味，肌瘦面赤，唇焦，乍寒乍热，四肢频痛，五心烦热，黑(黑干)血斑，赤肿走注，血风劳伤，并用童便入姜,nan,nan
10020759,花鞭膏,nan,nan,《仙拈集》卷三,妇女月经闭结，腹胁胀痛欲死者。,nan,nan,nan,水红花1斤，马鞭草（各洗净）1斤（熬膏），当归2两，生地2两，白芍2两，玄胡2两，灵脂2两，乌药1两，木香1两，红花1两，没药1两。,上为末，和膏内，如膏少，加米糊为丸。,nan,nan,nan,nan,nan,每服80丸，空心酒下。,nan,nan
10020888,滑石通淋散,nan,nan,《济阴纲目》卷十四,产后因血热积于小肠，经水不利，恣食热毒之物而成小便紧涩不通者。,nan,nan,nan,赤茯苓8分，泽泻8分，木通8分，黄连8分，猪苓8分，白术、瞿麦、山栀子、车前子各等分，滑石4分。,上锉。,nan,nan,nan,nan,nan,加灯心12茎，水煎，空心热服。,nan,nan
10021144,化痞反正膏,nan,nan,《惠直堂方》卷四,诸般痞块积聚，寒热腹痛，胸膈痰饮；小儿大肚疳积；妇人经水不通，血瘕；及痈疽未破，痰(疒串)等。,nan,nan,nan,川乌1两，草乌1两，半夏1两，红芽大戟1两，芫花1两，甘草节1两，甘遂1两，细辛1两，姜黄1两，山甲1两，狼毒1两，牵牛1两，威灵仙1两，巴豆仁1两，三棱1两，蓬术1两，枳壳1两，白术1两，水红花子1两，葱白头1两，鳖甲1两，红苋菜1两，白芍1两，沙参1两，丹参1两，白及1两，贝母1两，藜芦（葱管者真）1两，干蟾4只。,用麻油5斤，浸7日，照常煎枯，去滓，称油1斤，用密陀僧8两，次下黄丹2两，沸止离火；或用豆腐泔水浸，揉至3次；又用井水抽拔一度，以去辣味，免发疡，复上火，不住手搅成膏，待稍温，下阿魏2两(箬上炙，研末)；或同赤石脂研亦可，不住手搅匀，瓷器收贮，用狗皮摊贴，每张重5钱。,nan,孕妇勿用。,nan,nan,nan,nan,nan,nan
10021182,化气丸,nan,nan,《女科切要》卷八,妇女经行腹痛,nan,nan,nan,香附、青皮、陈皮、砂仁、木香、川芎、茴香。,上为末，曲糊为丸服。,nan,nan,nan,nan,nan,口服。,nan,nan
10021269,化血丹,nan,nan,《医学衷中参西录》上册,止血化瘀。治咳血，吐血，衄血，二便下血；并治妇女闭经成症症瘕者。,nan,nan,nan,花蕊石（锻存性）9克，三七6克，血余炭（锻存性）3克。,nan,nan,nan,nan,nan,nan,共研细末，分二次，开水送服。,nan,nan
10021291,化瘀通经散,nan,nan,《衷中参西》下册,消症瘕，通经闭。主治症瘕坚结，及月事不通。,nan,nan,nan,炒白术、天冬、生鸡内金各等分。,上为细末。,nan,nan,nan,nan,nan,每服3钱，开水送下，1日2次；山楂片3钱煎汤，冲化红蔗糖3钱，以之送药更佳。,nan,鸡内金消瘀通经；伍以白术者，恐脾胃虚弱，不任鸡内金之开通也；更辅以天冬者，恐阴虚有热，不受白术之温燥也。
10021293,化瘀丸,nan,nan,《中西医结合皮肤病学》,疏肝活血，化瘤消斑。主治肝郁血瘀证。面部色素沉着，四肢皮肤有紫红色结节性皮疹，慢性紫红斑片，胁胀，月经提前，经血有血块，痛经等，脉弦滑，舌薄黄苔，可有瘀斑。常用于黄褐斑，女子颜面黑皮病，银屑病、酒渣、痤疮、多发性神经纤维瘤等。,nan,nan,nan,柴胡30g，薄荷30g，栀子30g，归尾30g，红花30g，赤芍30g。,炼蜜为丸，每丸6g。,nan,nan,nan,nan,nan,早、晚各服1丸。,nan,nan
10021296,化瘀止血方,nan,nan,《中医症状鉴别诊断学》,活血化瘀，兼以益气。主血瘀崩漏。,nan,nan,nan,丹参、三七、当归、川芎、香附、党参、益母草。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10021302,化元汤,nan,nan,《医方简义》卷五,病后邪热未净，而适见经水致热入血室者。,nan,nan,nan,生鳖甲4钱，川芎1钱，当归3钱，琥珀1钱，黄芩（炒）钱半，茯神3钱，枣仁（炒）1钱，鲜生地8钱，泽兰2钱，益母草3钱，神曲2钱。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10021305,化症回生丹,nan,nan,《温病条辨》卷一,燥气延入下焦，搏于血分，而成症者。症结不散不痛，症发痛甚；血痹；妇女干血痨证之属实证；疟母左胁痛而寒热者；妇女经前作痛，古谓之痛经者；妇女将欲行经而寒热者；妇女将欲行经，误食生冷腹痛者；妇女经闭；妇女经来紫黑，甚至成块者；腰痛之因于跌扑死血者；产后瘀血，少腹痛，拒按者；跌扑昏晕欲死者；金疮棒疮之有瘀滞者。,nan,nan,nan,人参6两，安南桂2两，两头尖2两，麝香2两，片子姜黄2两，公丁香3两，川椒炭2两，虻虫2两，京三棱2两，蒲黄炭1两，藏红花2两，苏木3两，桃仁3两，苏子霜2两，五灵脂2两，降真香2两，干漆2两，当归尾4两，没药2两，白芍4两，杏仁3两，香附米2两，吴茱萸2两，元胡索2两，水蛭2两，阿魏2两，小茴香炭3两，川芎2两，乳香2两，良姜2两，艾炭2两，益母膏8两，熟地黄4两，鳖甲胶1斤，大黄8两（为细末，以高米醋1斤半熬浓，晒干为末，再加醋熬，如是3次，晒干，末之）。,上为细末，以鳖甲、益母、大黄三胶和匀，再加炼蜜为丸，重1钱5分，蜡皮封护。,nan,nan,nan,nan,nan,用时温开水和，空心服；瘀甚之证，黄酒下。,nan,化症回生丹法，系燥淫于内，治以苦温，佐以甘辛，以苦下之也。方从《金匮》鳖甲煎丸与回生丹脱化而出。此方以参、桂、椒、姜通补阳气，白芍、熟地守补阴液，益母膏通补阴气而清水气，鳖甲胶通补肝气而消症瘕，余俱芳香入络而化浊。且以食血之虫，飞者走络中气分，走者走络中血分，可谓无微不入，无坚不破；又以醋熬大黄三次，约入病所，不伤他脏，久病坚结不散者，非此不可。或者病其药味太多，不知用药之道，少用独用，则力大而急；多用众用，则功分而缓，古人缓化之方皆然。所谓有制之师不畏多，无制之师少亦乱也。
10021307,化症丸,nan,nan,《续本事》卷一,丈夫、妇人、小儿年深日近，沉积症块，面色黄青，时上抢心，吐水吞酸，舌生白沫，妇人积年月经不调，渐成血气或蛊块，中焦之间，覆如杯碗，连年累月，渐至瘦瘠，寒热往来，一切脾胃受寒，久不痊愈之疾。,nan,nan,nan,巴豆5两（去油膜），蓬莪术3两（醋煮），荆三棱3两（醋煮），丁香皮2两，木香1两半，厚朴3两，石菖蒲2两，良姜1两，虻虫1两半，川牛膝1两，香附子4两，石莲2两。,上为细末，稀面糊为丸，如小绿豆大。,nan,nan,nan,nan,nan,本方方名，《医学纲目》引作“治症丸”。《医学纲目》有丁香、薏苡仁、使君子。,nan,nan
10021363,槐耳丸,槐耳白蔹丸,nan,《鸡峰》卷十五,女人白崩，及痔病连血脏，服诸药不愈者，及崩漏。,nan,nan,nan,槐耳1两，白蔹1两，艾叶1两，蒲黄1两，白芷1两，黄耆3两，人参3两，续断3两，禹余粮3两，当归3两，橘皮3两，茯苓3两，猬皮3两，干地黄3两，牛角腮4两，马白蹄4两，猪后悬蹄21个。,上为细末，酒煮面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,槐耳白蔹丸（原书卷十七）。,nan,nan
10021488,槐子散,nan,nan,《良朋汇集》卷四,血淋，并妇人血山崩漏不止。,nan,nan,nan,槐子（炒黄）、管仲（炒黄）各等分。,上共为末。,nan,nan,nan,nan,nan,每服5钱，用严醋1钟，煎滚3-5沸，去滓温服。,nan,nan
10021649,黄柏汤,nan,nan,《医方类聚》卷二O八引《简易方》,阳乘阴，崩中下血，所谓天暑地热，经水沸溢。,nan,nan,nan,黄芩1钱，黄柏1钱，黄连3钱（去毛）。,nan,nan,nan,nan,nan,nan,上用水4盏，煎取1盏半，去滓，加炒阿胶末5钱匕，滓再煎，空心温温分3服。腹痛，加栀子3钱。,nan,nan
10021870,黄连白术汤,nan,nan,《妇科玉尺》卷一,月经来止，多少不匀。,nan,nan,nan,白术4钱，黄连2钱半，陈皮2钱半，丹皮2钱，木通1钱半，茯苓1钱半，山萸1钱半，人参1钱半，炙草3分。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10021929,黄连厚朴汤,nan,nan,《圣济总录》卷一五一,妇人经气不调。,nan,nan,nan,黄连1两1分（去须），厚朴（去粗皮，生姜汁炙）1两1分，桑耳1两半，茯神1两半（去木），天雄1两半（炮裂，去皮脐），射干1两半，黄耆（锉，炒）1两半，代赭1两（碎），枳壳1两（去瓤，麸炒），桔梗1两（锉，炒），地榆1两，当归（切，焙）1两，白术半两（锉，炒），桂半两（去粗皮），黄芩（去黑心）半两。,上（口父）咀，如麻豆大。,nan,nan,nan,nan,nan,每服3钱匕，以水1盏，加生姜3片，煎取7分，去滓温服。,nan,nan
10021958,黄连解毒汤,nan,nan,《郑氏家传女科万金方》卷一,妇人经水崩漏不止。,nan,nan,nan,川连、黄柏、黄芩、山栀、连翘。,nan,nan,nan,nan,nan,nan,水煎，食前服。,nan,nan
10022055,黄连汤,nan,nan,《圣济总录》卷一五一,妇人经候不调，或所下过多，腹痛腰重。,nan,nan,nan,黄连（去须）1两，地榆1两半，桑耳1两半，赤石脂1两半，黄耆（锉，炒）1两半，白芷3分，厚朴（去粗皮，生姜汁炙）3分，黄芩（去黑心）半两。,上为粗末。,nan,nan,nan,nan,nan,每服5钱匕，以水1盏半，加生姜1枣大（切），煎取8分，去滓，空心、食前温服，日3次。,nan,nan
10022213,黄龙汤,小柴胡汤,nan,《活人书》卷十九,妊妇寒热头痛，嘿嘿不欲饮食，胁下痛，呕逆痰气；及产后伤风，热入胞宫，寒热如疟；并经水适来适断，病后劳复，余热不解。,nan,nan,nan,柴胡1两，黄芩1分半，人参1分半，甘草（炙）1分半。,上锉，如麻豆大。,nan,nan,nan,nan,nan,小柴胡汤（《普济方》卷三三九）。,nan,nan
10022215,黄龙汤,nan,nan,《类证?活人书》卷十九,治妊娠寒热头痛，嘿嘿不欲饮食，胁下痛，呕逆痰气；产后伤风，热人胞宫，寒热如疟；经水适来适断，病后劳复，余热不解。,nan,nan,nan,柴胡30克，黄芩、人参、甘草（炙）各11克。,上药锉如麻豆大。,nan,nan,nan,nan,nan,每服15克，以水230毫升，煎至150毫升，去滓温服。,nan,nan
10022217,黄龙汤,nan,nan,《杏苑》卷八,经水适断，寒热如疟，头疼咳嗽，恶心欲吐，哕逆不已。,nan,nan,nan,柴胡1钱5分，黄芩1钱，人参1钱，川芎1钱，白术8分，甘草1分，橘红1钱，竹茹栗大1团。,nan,nan,nan,nan,nan,nan,上(口父)咀。加生姜5片，大枣1枚，水煎，食远服。不呕，去竹茹。,nan,nan
10022433,黄耆饮,nan,nan,《圣济总录》卷一五四,补益冲任，摄血安胎。治妊娠胎漏，月水时下。,nan,nan,nan,黄耆（锉）、地榆、桑寄生各45克，艾叶15克，白龙骨（研）60克，生地黄60克，生姜15克。,上七味，锉如麻豆大。,nan,nan,nan,nan,nan,每服1 5克，用水230毫升，煎取180毫升，去滓，空腹时温服。约隔半小时再服。,nan,nan
10022434,黄耆饮,nan,nan,《圣济总录》卷一五一,妇人经候不调，或过多，腰疼重。,nan,nan,nan,黄耆（锉，炒）半两，小蓟3两，桑耳3两，附子（炮裂，去皮脐）3两，延胡索1两半，白芷1两半，桂（去粗皮）1两半，黄芩（去黑心）1两，肉豆蔻2枚（去壳），赤石脂1两（研），当归白术1两，地榆1两。,上（口父）咀，如麻豆大。,nan,nan,nan,nan,nan,每服5钱匕，以水1盏半，加生姜1分（拍碎），同煎取8分，去滓温服。,nan,nan
10022477,黄芩六合汤,nan,nan,《元戎》,妇女经水过多，别无余证。,nan,nan,nan,四物汤4两加黄芩1两，白术1两。,nan,nan,nan,nan,nan,nan,本方方名，《准绳?女科》引作“四物加黄芩白术汤”。,nan,nan
10022482,黄芩牡丹汤,黄芩散（《太平圣惠方》卷七十二）。,nan,《备急千金要方》卷四,治女人从小至大，月经未来，颜色萎黄，气力衰少，饮食无味。,nan,nan,nan,黄芩、牡丹、桃仁、瞿麦枳实、射干、海藻、大黄各9克，虻虫3克，水蛭3克，蛴螬10枚。,上十三味，哎咀。,nan,nan,nan,nan,nan,以水2升，煮取600毫升，分三服。,nan,nan
10022483,黄芩牡丹汤,黄芩散,nan,《千金》卷四,妇人从小至大，月经未尝来，颜色萎黄，气力衰少，饮食无味。,nan,nan,nan,黄芩2两，牡丹2两，桃仁2两，瞿麦2两，芎2两，芍药3两，枳实3两，射干3两，海藻3两，大黄3两，虻虫70枚，水蛭50枚，蛴螬10枚。,上十三味，哎咀。,nan,nan,nan,nan,nan,黄芩散（《圣惠》卷七十二）。,nan,《千金方衍义》：女子月经素未通，或郁热内戕，而至血结不行。故用黄芩、丹皮以化热，枳实、大黄以导滞，芎、芍、桃仁以和营，射干、瞿麦、海藻以降逆，虻、蛭，蛴螬以破血也。
