id,title,处方来源,别名,药物组成,功效,主治,用法用量,备注,处方来源书名,标准药物名称,symptom
39426,当归散,《圣惠》卷七十一。,玄胡当归散、延胡索散、玄归散,当归半两（锉，微炒），赤芍药半两，刘寄奴半两，没药半两，枳壳半两（麸炒微黄，去瓤），延胡索半两。,,妇人血瘀成积，小腹（？？）刺疼痛，四肢无力，不能饮食，或气逆腹胀，月经不行。,每服1钱，以热酒调下，不拘时候。,玄胡当归散、延胡索散（《景岳全书》卷六十一）、玄归散（《医级》卷九）。方中没药用量原缺，据《普济方》补。,太平圣惠方,当归、赤芍、刘寄奴、没药、枳壳、延胡索,血瘀 疼痛 肢节无力 饮食不下 气逆 心腹胀 月经不通
39428,当归散,《圣惠》卷七十一。,,当归3分（锉，微炒），槟榔3分，吴茱萸半两（汤浸7遍，焙干微炒），桂心3分，蓬莪荗3分，白术3分。,,妇人血气攻心痛，面无颜色，四肢不和。,每服3钱，以水1中盏，加生姜半分，煎至6分，去滓稍热服，不拘时候。,,太平圣惠方,当归、槟榔、吴茱萸、肉桂、莪术、白术,妇人血气 血气冲心痛 面无色 四肢拘挛
39429,地龙散,《圣惠》卷七十一。,,地龙1两（微炒），蜴蜥1两（微炙），芎窮1两，桂心1两，干姜半两（炮裂，锉），苏枋木1两（锉），木香3分，蒲黄3分，赤芍药3分，牡丹3分，水蛭3分（微炒），桃仁1两（汤浸，去皮尖双仁，麸炒令黄）。,,妇人气血不调，腹中积聚，瘀血疼痛。,每服2钱，食前以温酒调下。,,太平圣惠方,地龙、石龙子、川芎、肉桂、干姜、苏木、木香、蒲黄、赤芍、银箔、水蛭、桃仁,气血不调 腹内积聚 瘀血 疼痛
39430,地黄散,《圣惠》卷七十一。,,熟干地黄3分，当归3分（锉，微炒），木香3分，白术3分，干漆3分（捣碎，炒令烟出），桂心3分，枳壳3分（麸炒微黄，去瓤），槟榔3分。,,妇人血气攻心痛，腹胁妨闷，不欲饮食。,每服1钱，食前醋汤调下。,,太平圣惠方,干地黄、当归、木香、白术、干漆、肉桂、枳壳、槟榔,妇人血气 血气冲心痛 两胁闷痛 饮食不下
39431,刘奇奴散,《圣惠》卷七十一。,,刘寄奴1两，当归1两（锉），桂心1两，芎藭1两，牛膝1两，琥珀1两。,,妇人血气，小腹(疒丂)痛。,每服2钱，以温酒调下，不拘时候。,,太平圣惠方,刘寄奴、当归、肉桂、川芎、牛膝、琥珀,妇人血气
39432,白术散,《圣惠》卷七十一。,,白术3分，桂心半两，草豆蔻2分（去皮），槟榔半两，赤茯苓半两，诃黎勒3分（煨，用皮），陈橘皮3两（汤浸，去白瓤，焙），厚朴1两（去粗皮，涂生姜汁炙令香熟），人参1两（去芦头），甘草1分（炙微赤，锉）。,,妇人脾胃气虚，心腹胀满，不欲饮食，四肢少力。,每服4钱，以水1中盏，加生姜半分、大枣3个，煎至6分，去滓，每于食前稍热服。,方中草豆蔻，《妇人良方》作“草果”。,太平圣惠方,白术、肉桂、草豆蔻、槟榔、赤茯苓、诃子、陈皮、厚朴、人参、甘草,心腹胀满 饮食不下 肢节无力
39433,仙灵脾散,《圣惠》卷七十一。,,仙灵脾1两，羌活3分，海桐皮3分，牛膝3分（去苗），当归3分，芎藭3分，骨碎补3分（去毛），延胡索3分，桂心3分，木香3分，桃仁1两（汤浸，去皮尖双仁，麸炒令黄），菴(艹闾)子3分，枳壳3分，槟榔1两，蛜（虫祁）半两（微炒），麝香1分（研入）。,,妇人血气攻注，腰脚疼痛。,每服1钱，食前以豆淋酒调下。,,太平圣惠方,淫羊藿、羌活、海桐皮、牛膝、当归、川芎、骨碎补、延胡索、肉桂、木香、桃仁、骨碎补、枳壳、槟榔、麝香,血气攻注 腰脚疼
39434,牛李子丸,《圣惠》卷七十一。,,牛李子2两（1半生用，1半微炒），蝙蝠粪1两（微炒），麝香1分（细研），川大黄1两（锉碎，微炒），威灵仙3分，琥珀1两（细研），槟榔1两，青橘皮3分（汤浸，去白瓤，焙），京三棱1两（微炮，锉），川乌头3分（炮裂，去皮脐），牛膝3分（去苗），赤芍药3分，桃仁3分（汤浸，去皮尖双仁，麸炒微黄），阿魏1分（面裹，烧熟为度）。,,妇人痃癖气，每发攻心胁，疼痛不能食。,每服30丸，空心及晚食前以热酒送下；桃仁汤送下亦可。,,太平圣惠方,鼠李、夜明砂、麝香、大黄、威灵仙、琥珀、槟榔、青皮、三棱、乌头附子尖、牛膝、赤芍、桃仁、阿魏,结生瘕聚 疼痛 饮食不下
39435,牛膝丸,《圣惠》卷七十一。,,牛膝2两（去苗），虎胫骨2两（涂酥，炙令黄），没药1两，羌活1两，当归1两，桂心1两，败龟1两（涂酥，炙令黄）。,,妇人腰脚风冷疼痛，久不愈。,每服30丸，食前以温酒送下。,,太平圣惠方,牛膝、虎骨、没药、羌活、当归、肉桂、龟甲,外感 疼痛 久不愈
39436,水银丸子,《圣惠》卷七十一。,,水银1两，硫黄半两，硇砂1分，消石1分，白矾1分，芫花1两（醋拌，炒令干，捣末）。,,妇人癥痞，结块不散，心腹疼痛。,每服7丸，食前以热酒送下。,,太平圣惠方,水银、硫黄、硇砂、消石、白矾、芫花,结块 心腹疼痛
39437,水膏,《圣惠》卷七十一。,,黄柏2两（锉），露蜂房半两（微炙），糯米2合，赤小豆1合，盐1两。,消毒肿，止疼痛。,妇人乳生结核，坚硬，或肿，疼痛。,贴之，干即换之。,,太平圣惠方,黄柏、露蜂房、糯米、赤小豆,疼痛
39438,四等丸,《圣惠》卷七十一。,,川大黄1两（锉碎，微炒），诃黎勒皮1两，槟榔1两，木香1两。,,妇人痃癖气，心腹冷痛，食饮不消。,每服15丸，食前生姜、橘皮汤送下。温酒下亦得。,,太平圣惠方,大黄、诃子、槟榔、木香,结生瘕聚 心腹多痛
39439,木通散,《圣惠》卷七十一。,,木通1两半（锉），黄耆1两（锉），玄参1两半，沉香3分，赤芍药2两，子芩1两，败酱1两，露蜂房1两（炙黄），汉防己1两半，川朴消1两。,,妇人乳痈，以成瘀肿脓水，疼痛不可忍。,每服4钱，以水1中盏，煎至6分，去滓，不拘时候温服。,,太平圣惠方,木通、黄芪、玄参、沉香、赤芍、黄芩、败酱、露蜂房、防己、朴消,乳痈 疼痛
39440,木香散,《圣惠》卷七十一。,,木香3分，京三棱3分（炮裂，锉），蓬莪术半分（两），芎?3分，延胡索3分，桃仁1两（汤浸，去皮尖双仁，麸炒微黄），当归3分（锉，微炒），桂心3分，牛李子3分，麝香1分（研入），琥珀3分，槟榔半两。,,妇人痃癖，心腹疼痛，不欲饮食。,每服1钱，以热酒调下，不拘时候。,,太平圣惠方,木香、三棱、莪术、川芎、延胡索、桃仁、当归、肉桂、鼠李、麝香、琥珀、槟榔,结生瘕聚 心腹疼痛 饮食不下
39441,木香散,《圣惠》卷七十一。,,木香3分，白术1两，桂心半两，诃黎勒皮3分，鳖甲1两半（涂醋，炙令黄，去裙襴），赤芍药3分，川大黄1两（锉碎，微炒），当归3分（锉，微炒），桃仁3分（汤浸，去皮尖双仁，麸炒微黄）。,,妇人血气攻心，两胁胀痛，背膊壅闷，手足烦疼，不能饮食。,每服4钱，以水1中盏，加生姜半分，煎至6分，去滓，不拘时候温服。,,太平圣惠方,木香、白术、肉桂、诃子、鳖甲、赤芍、大黄、当归、桃仁,妇人血气 两胁胀痛 壅闷 手足疼痛 饮食不下
39442,木香散,《圣惠》卷七十一。,,木香1两，神曲3两（微炒令黄），桂心1两，白术1两，干姜1两（炮裂，锉），陈橘皮1两（汤浸，去白瓤，焙），草豆蔻1两（去皮），诃黎勒1两（煨，用皮），人参1两（去芦头），甘草半两（炙微赤，锉）。,,妇人脾胃虚冷，心腹胀满，不欲饮食。,每服1钱，如茶点稍热服。,,太平圣惠方,木香、神曲、肉桂、白术、干姜、陈皮、草豆蔻、诃子、人参、甘草,脾胃冷弱 心腹胀满 饮食不下
39443,木香散,《圣惠》卷七十一。,,木香半两，白术半两，前胡1两（去芦头），赤茯苓3分，川大黄1两（锉碎，微炒），诃黎勒1两（煨，用皮），桂心3分，大腹皮半两，枳壳1两（麸炒微黄，去瓤）。,,妇人胸膈气壅，两胁胀闷，不欲饮食。,每服3钱，以水1中盏，加生姜半分，煎至6分，去滓，不拘时候温服。,,太平圣惠方,木香、白术、前胡、赤茯苓、大黄、诃子、肉桂、大腹皮、枳壳,胸膈 气壅 两胁膈胀 饮食不下
39444,木香散,《圣惠》卷七十一。,,木香1两，吴茱萸半两（汤浸7遍，焙干，微炒），芎?3分，桂心3分，高良姜半两（锉），当归3分（锉，微炒），桃仁3分（汤浸，去皮尖双仁，麸炒微黄）。,,妇人虚冷，气攻两胁，胀痛不能饮食。,每服2钱，以热酒调下，不拘时候。,,太平圣惠方,木香、吴茱萸、川芎、肉桂、高良姜、当归、桃仁,虚冷 胀痛 饮食不下
39445,木香散,《圣惠》卷七十一。,,木香1两，赤芍药1两，伏龙肝半两，鹤虱1两半，当归2两（锉，微炒），槟榔1两。,,妇人血气心痛，及蛔虫疰心痛。,每服1钱，食前以热酒调下。,,太平圣惠方,木香、赤芍、伏龙肝、鹤虱、当归、槟榔,妇人血气 血气冲心痛 蛔虫
39446,木香丸,《圣惠》卷七十一。,,木香半两，肉豆蔻1两（去壳），川大黄1两（锉碎，微炒），槟榔1两，干姜1两（炮裂，锉），蓬莪术1两，香墨1两，巴豆1分（去皮心，研，纸裹，压去油）。,,妇人血气，心腹疼痛。,每服5丸，食前以温酒送下；粥饮下亦得。,,太平圣惠方,木香、肉豆蔻、大黄、槟榔、干姜、莪术、墨、巴豆,妇人血气 心腹疼痛
39447,木香丸,《圣惠》卷七十一。,,木香半两，巴豆1分（去皮心，麸炒黄，纸裹，压去油），干漆半两（捣碎，炒令烟出），吴茱萸1分（汤浸7遍，焙干，微炒），槟榔半两，附子1分（炮裂，去皮脐），猪牙皂荚1分（去黑皮，涂酥，炙令黄，去子），白芜荑1分，当归1分（锉，微妙），桂心2分，干姜2分（炮裂，锉）。,,妇人疝瘕，及血气积聚，时攻腹胁疼痛。,每日3丸，空心及痛发时煎红兰花、当归酒送下。,,太平圣惠方,木香、巴豆、干漆、吴茱萸、槟榔、附子、皂荚、芜荑、当归、肉桂、干姜,气积 心腹疼痛
39448,无名异散,《圣惠》卷七十一。,,无名异半两，没药3分，麒麟竭3分，木香半两，人参半两（去芦头），赤茯苓半两，白芷半两，当归半两（锉，微炒），虎杖3分，黄芩半两，黄耆1两（锉），牡丹半两，桂心半两，生干地黄半两。,,妇人乳结颗块，脓水缩滞，血脉壅闭，恶血疼痛，久不瘥者。,每服2钱，空腹及晚食前以温酒调下。,,太平圣惠方,无名异、没药、血竭、木香、人参、赤茯苓、白芷、当归、虎杖、黄芩、黄芪、银箔、肉桂、干地黄,疼痛
39449,巴豆丸,《圣惠》卷七十一。,,巴豆1分（去皮心，醋煮半日），硇砂1两（细研），川大黄1两（锉碎，微炒），五灵脂3分，木香半两，桃仁3分（去皮尖双仁，麸炒微黄）。,,妇人疝瘕，及血气疼痛。,每服5丸，以热酒送下。,,太平圣惠方,巴豆、硇砂、大黄、五灵脂、木香、桃仁,疼痛
39450,升麻散,《圣惠》卷七十一。,,川升麻1两，玄参1两半，桑根白皮3两（锉），赤芍药1两，白芷3分，川大黄1两（锉碎，微炒），马蹄3分（烧灰），甘草1两（炙微赤，锉），川朴消2两。,,妇人乳，初觉肿妨疼痛，及欲成痈结。,每服4钱，以水1中盏，煎至6分，去滓，每于食前温服。以利为度。,,太平圣惠方,升麻、玄参、桑根、赤芍、白芷、大黄、马蹄甲、甘草、朴消,疼痛 痈
39451,化癥丸,《圣惠》卷七十一。,,硇砂半两（细研），巴豆10枚（去皮心，研，纸裹压去油），五灵脂半两，干姜半两（炮裂，锉），雄雀粪半两（微炒黄），猪牙皂荚半两（去皮，涂醋，炙令黄，去子）。,,妇人食癥，腹胀气急，面目浮肿，四肢无力。,每服5丸，空心以温酒送下。,,太平圣惠方,硇砂、巴豆、五灵脂、干姜、白丁香、皂荚,心腹胀 气急 头面肿满 肢节无力
39452,内消散,《圣惠》卷七十一。,,川大黄1两，黄芩1两，黄连1两（去须），黄药1两，地龙1两（炒令黄），乳香1两。,,妇人乳痈毒，始生结核。,用生地黄汁调匀，涂于肿毒上，干即易之，不过3-5度愈。,,太平圣惠方,大黄、黄芩、黄连、黄药子、地龙、乳香,乳痈
39453,五灵脂丸,《圣惠》卷七十一。,,五灵脂1两，川乌头1两（炮裂，去皮脐），麝香半两（细研），硫黄半两（细研），干漆1两（捣碎，炒令烟出），巴豆30枚（去皮，用醋煮令赤），硇砂半两（细研）。,,妇人积年癥块，及恶血气，久不除。,每服5丸，空心以温酒送下。,,太平圣惠方,五灵脂、乌头附子尖、麝香、硫黄、干漆、巴豆、硇砂,癥块
39454,五灵脂丸,《圣惠》卷七十一。,,五灵脂半两，硫黄半两（细研），硇砂半两（不夹石者，细研），木香半两，芫花半两（醋拌炒令干），巴豆49枚（去皮心，研，纸裹压去油）。,,妇人食癥，体瘦成劳，心腹胀痛，不能饮食，常吐酸水。,每服2丸，空心以生姜橘皮汤送下。,,太平圣惠方,五灵脂、硫黄、硇砂、木香、芫花、巴豆,肌体羸瘦 心腹多痛 饮食不下 吞酸
39455,乌药散,《圣惠》卷七十一。,,乌药1两，木香1两，桂心1两，青橘皮1两（汤浸，去白瓤，焙），蓬莪术1两。,,妇人血气上攻，心腹疼痛不可忍，神情闷乱。,每服2钱，以生姜半两(拍碎)、黑豆半合，同炒令豆熟，入童便1中盏，煎3-5沸，滤去滓，调下。,,太平圣惠方,乌药、木香、肉桂、青皮、莪术,攻刺 心腹疼痛 心神多躁
39456,乌药散,《圣惠》卷七十一。,,乌药1两，蓬莪术1两，桂心1两，当归1两（锉碎，微炒），桃仁1两（汤浸，去皮尖双仁，麸炒微黄），青橘皮1两（汤浸，去白瓤，焙），木香1两。,开滞消积。,妇人气滞血瘀，心腹疼痛；经行或产后因食生冷，致成癥块。,每服1钱，食前以热酒，调下。,,太平圣惠方,乌药、莪术、肉桂、当归、桃仁、青皮、木香,气滞 血瘀 心腹疼痛 产后 癥块
39457,乌金散,《圣惠》卷七十一。,,鲤鱼鳞3两，乱发2两，槐蛾3分，桑蛾3分，虻虫1分，水蛭2分，川大黄1两（锉碎），硇砂半两，芫花3分半，牛膝半两（去苗）。,,妇人脏腑风冷，宿有瘀血不消，令人黄瘦羸困。,每服2钱，空心以热酒调下。,,太平圣惠方,鲤鱼鳞、血余、槐耳、桑耳、虻虫、水蛭、大黄、硇砂、芫花、牛膝,外感 瘀血 面色苍黄 渐渐羸瘦
39458,乌头丸,《圣惠》卷七十一。,,川乌头半两（炮裂，去皮脐），干姜半两（炮裂，锉），当归半两（锉，微炒），赤芍药半两，川大黄1两（锉碎，微炒），桂心半两，斑蝥21枚（糯米拌炒令黄，去翅足）。,,妇人积年血气症块，往来疼痛，或吐逆不纳食，渐黄瘦至极者。,每服5丸，空心以温酒送下。,,太平圣惠方,乌头附子尖、干姜、当归、赤芍、大黄、肉桂、斑蝥,疼痛 干呕 饮食不下 面色苍黄
39459,干漆散,《圣惠》卷七十一。,,干漆1两（捣碎，炒令烟出），芫花半两（醋拌，炒令干），木香半两，槟榔半两，肉豆蔻半两（去壳），当归3分（锉，微炒），桂心3分，青橘皮3分（汤浸，去白瓤，焙）。,,妇人血气攻小腹，疼痛不可忍。,每服1钱，以热酒调下，不拘时候。,,太平圣惠方,干漆、芫花、木香、槟榔、肉豆蔻、当归、肉桂、青皮,妇人血气 疼痛
39460,干漆散,《圣惠》卷七十一。,,干漆1两（捣碎，炒令烟出），木香半两，芫花半两（醋拌，炒令干），芎?半两，桂心半两，川大黄2两（锉碎，微炒），当归半两（锉，微炒），赤芍药半两，琥珀半两，牛膝3分（去苗），桃仁1两（汤浸，去皮尖双仁，炒微黄）麝香1分（研入）。,,妇人疝瘕久不消，令人黄瘦羸弱，两胁妨闷，心腹疼痛。,每服1钱，以热酒调下，不拘时候。,,太平圣惠方,干漆、木香、芫花、川芎、肉桂、大黄、当归、赤芍、琥珀、牛膝、桃仁、麝香,面色苍黄 渐渐羸瘦 两胁闷痛 心腹疼痛
39461,干漆丸,《圣惠》卷七十一。,,干漆1两（捣碎，炒令烟出），穿山甲1两（炙令微黄），槟榔3分，乳香半两，京三棱半两（微炮，锉），桂心3分，川乌头半两（炮裂，去皮脐），硇砂1两（不夹石者，细研），阿魏半两（面裹煨，面熟为度），朱砂3分（细研，水飞过），鳖甲1两（涂醋，炙令黄，去裙襕），木香半两，巴豆20枚（去皮心，研，纸裹压去油）。,,妇人积聚，及恶血不散，多攻心腹疼痛，面无颜色，四肢不和。,每服5丸，不拘时候，以热生姜酒送下；当归酒下亦得。,,太平圣惠方,干漆、穿山甲、槟榔、乳香、三棱、肉桂、乌头附子尖、硇砂、阿魏、朱砂、鳖甲、木香、巴豆,恶露不下 心腹疼痛 面无色 四肢拘挛
39462,干漆丸,《圣惠》卷七十一。,,干漆1两（捣碎，炒令烟出），川大黄1两（锉碎，微炒），琥珀3分，消石3分，红蓝花半两，延胡索半两，蓬莪术3分，腻粉1分，硇砂3分，桂心半两，巴豆3-7枚（去皮，研，纸裹，压去油，用浆水2盏，煎如饧）。,,妇人积年血症块，或攻心腹疼痛，四肢不和，面少血色，饮食全微。,每服10丸，于日未出时煎苏木汤送下。,,太平圣惠方,干漆、大黄、琥珀、消石、红花、延胡索、莪术、轻粉、硇砂、肉桂、巴豆,血症 心腹疼痛 四肢拘挛
39463,干漆丸,《圣惠》卷七十一。,,干漆1分（捣碎，炒令烟出），芫花1分（醋拌，炒令干），当归1分（锉，微炒），五灵脂1分，硇砂半两（细研），香墨1分，麝香半分（细研），巴豆10枚（去皮心，研，纸裹压去油）。,,妇人食症，夹恶血气攻刺，腹胁疼痛不止。,每服5丸，空心以温酒送下。,,太平圣惠方,干漆、芫花、当归、五灵脂、硇砂、墨、麝香、巴豆,食症 攻刺 心腹疼痛 不止
39464,大腹皮散,《圣惠》卷七十一。,,大腹皮1两（锉），前胡3分（去芦头），桔梗半两（去芦头），赤茯苓3分，青橘皮半两（汤浸，去白瓤，焙），桂心半两。,,妇人两胁胀满，上冲心胸满闷，不下饮食。,每服3钱，水1中盏，加生姜半分，煎至6分，去滓，分温服，不拘时候。,,太平圣惠方,大腹皮、前胡、桔梗、赤茯苓、青皮、肉桂,胁满 胸中胀满 饮食不下
39465,大黄煎,《圣惠》卷七十一。,大黄散,川大黄3两（锉碎，微炒），鳖甲2两（涂醋，炙令黄，去裙襕），牛膝1两（去苗），干漆1两（捣碎，炒令烟出）。,,妇人积年血气，癥块结痛。,用米醋1升，煎为膏，每服1钱，食前用热酒调下。,大黄散（《济阴纲目》卷五）。,太平圣惠方,大黄、鳖甲、牛膝、干漆,癥块 结痛
39466,大黄散,《圣惠》卷七十一。,,川大黄1两（锉碎，微炒），桂心半两，枳壳3分（麸炒微黄，去瓤），诃黎勒1两（煨，用皮），前胡1两（去芦头），桔梗1两（去芦头）。,,妇人心胸气壅，两胁满闷，不能饮食。,每服4钱，以水1中盏，入生姜半分，煎至6分，去滓温服，不拘时候。,,太平圣惠方,大黄、肉桂、枳壳、诃子、前胡、桔梗,心胸气壅 胁满 饮食不下
39467,大黄散,《圣惠》卷七十一。,,川大黄1两（锉碎，微炒），川楝子1两，赤芍药1两，马蹄1两（烧灰），玄参1两，蒲公英1两。,,妇人乳痈，焮肿疼痛。,每服1钱，以温酒调下，1日3次，汗出愈。,,太平圣惠方,大黄、川楝子、赤芍、马蹄甲、玄参、蒲公英,乳痈 疼痛
39468,大黄散,《圣惠》卷七十一。,,川大黄1两（锉），当归1两（锉，微炒），赤芍药1两，黄耆1两（锉），芎?1两，防风1两（去芦头），黄连1两（去须），莽草1两，栀子仁1两，腻粉1分，乳香半两。,,妇人乳痈，经年肿硬，如石不消。,入腻粉和匀，以鸡子白并蜜调令匀，涂帛上贴，干即易之。,,太平圣惠方,大黄、当归、赤芍、黄芪、川芎、防风、黄连、莽草、栀子、轻粉、乳香,乳痈 肿硬
39470,大黄丸,《圣惠》卷七十一。,,川大黄1两（锉碎，微炒），鳖甲1两（涂醋，炙令黄，去裙襕），干漆3分（捣碎，炒令烟出），京三棱1两（微炮，锉），吴茱萸半两（汤浸7遍，焙干，微炒），琥珀3分（细研），桂心半两，槟榔3分，防葵半两，川乌头3分（炮裂，去皮脐）。,,妇人癥痞，及恶血气筑心，闷乱疼痛，四肢不和，身体羸瘦，不欲饮食。,每服20丸，以生姜、醋汤送下，不拘时候。,,太平圣惠方,大黄、鳖甲、干漆、三棱、吴茱萸、琥珀、肉桂、槟榔、防葵、乌头附子尖,筑心 闷乱 疼痛 四肢拘挛 肌体羸瘦 饮食不下
39471,大黄丸,《圣惠》卷七十一。,,川大黄1两（锉，微炒），桂心半两，薏苡仁半两，鸡骨香半两，黄连10两（去须），人参半两（去芦头），附子半两（炮裂，去皮脐），黄耆半两（锉），木通半两（锉），当归半两（锉，微炒），枳实半两（麸炒微黄），败酱2分，赤芍药半两，白蒺藜1两（微炒，去刺）。,除热。,妇人乳痈，疮肿疼痛。,每服30丸，以温水送下，不拘时候。,,太平圣惠方,大黄、肉桂、薏苡仁、鸡骨香、黄连、人参、附子、黄芪、木通、当归、枳实、败酱、赤芍、藜,乳痈 疮疥 疼痛
39472,大黄丸,《圣惠》卷七十一。,,川大黄3两（锉碎，微炒），鳖甲2两（涂醋炙令黄，去裙襕），防葵1两半，琥珀1两，干漆1两（捣碎，炒令烟出）。,,妇人积聚气，久不散。,每服5丸，食前以酒送下。,,太平圣惠方,大黄、鳖甲、防葵、琥珀、干漆,
39473,大黄丸,《圣惠》卷七十一。,,川大黄2两（锉碎，微炒），麝香1分（细研），硇砂3分（细研），槟榔3分，巴豆1分（去皮心，研，纸裹压去油），川乌头3分（炮裂，去皮脐），桂心3分，木香3分，当归3分（锉，微炒），京三棱1两（锉，醋拌炒干），干姜3分（炮裂，锉）。,,妇人痃癖气，疼痛。,每服5丸，空心及晚食前以粥饮送下。以利为度。,,太平圣惠方,大黄、麝香、硇砂、槟榔、巴豆、乌头附子尖、肉桂、木香、当归、三棱、干姜,结生瘕聚 疼痛
39754,更生散,《圣惠》卷三十八。,,炼成钟乳3两，白石英2两（细研，水飞过），海蛤2两（细研），赤石脂1两（细研），羌活2两，栝楼根2两，白术1两，石斛1两（去根，锉），干姜1两（炮裂，锉），细辛3分，桂心3分，牛膝3分（去苗），人参3分（去芦头），附子3分（炮裂，去皮脐），防风1两（去芦头）。,,男子、妇人宿寒虚羸，胸胁逆满，手足不仁，饮食全少，身体多病，乍寒乍热，极者着床，众药不愈。,每服2钱，空心及晚食前以温酒调下。饮酒常令醺醺，及行100余步，以展药势。,,太平圣惠方,钟乳石、白石英、虾蟆、赤石脂、羌活、栝楼、白术、石斛、干姜、细辛、肉桂、牛膝、人参、附子、防风,虚羸 手足不遂 饮食不下 寒热
39820,黄连煎,《圣惠》卷三十二。,,黄连1两（去须），蕤仁2两（去赤皮），地骨皮1两，青盐1分，古字钱10文，曾青半两（细研），蜜1斤。,,眼胎赤，有障膜侵睛，不见物。,后每以铜箸取少许，点目中，日3-5度。,,太平圣惠方,黄连、蕤仁、地骨皮、大青盐、曾青、蜂蜜,
39854,梨汁煎,《圣惠》卷三十二。,,鹅梨汁（捣，绞取汁）1大盏，古字钱2-7枚，胡黄连1两（末），青盐半两，龙脑半钱。,,胎眼赤。,每用少许，以铜箸点两目眦头。,,太平圣惠方,梨、胡黄连、大青盐、梅花冰片,眼赤
39862,独圣还睛丸,《圣惠》卷三十二。,,苦葶苈半斤（净，去尘土）。,,眼胎赤，兼生翳膜，疼痛。,每服10丸，早、晚、食后以温水送下。,,太平圣惠方,芝麻菜,生翳 疼痛
39875,栀子散,《圣惠》卷三十二。,,栀子仁半两，秦皮3分，蔓荆子3分，白芷3分，细辛3分，玄参3分，决明子3分，菥蓂子3分，防风3分（去芦头），车前子3分，赤茯苓3分，枳壳3分（麸炒微黄，去瓤），蕤仁3分（汤浸，去赤皮），甘菊花3分，黄芩3分。,,眼赤，风泪出，痒，及胎赤障翳，睑急痛。,每服1钱，于食后煎竹叶汤调下。,,太平圣惠方,栀子、秦皮、蔓荆子、白芷、细辛、玄参、决明子、菥蓂子、防风、车前子、赤茯苓、枳壳、蕤仁、菊花、黄芩,眼赤 急痛
39898,朱砂煎,《圣惠》卷三十二。,,朱砂1两（细研），白蜜半斤，黄丹1两。,,胎赤，兼生翳膜疼痛等。,以铜箸头粘药如绿豆大点之，每1复时只得1度。,,太平圣惠方,朱砂、蜂蜜、铅丹,生翳 疼痛
39899,杏仁膏,《圣惠》卷三十二。,,杏仁3分（汤浸，去皮尖双仁），秦皮半两，细辛半两，白芷半两，黄柏3分（锉），当归半两。,,眼胎赤肿。,涂于赤处，不拘时候。,,太平圣惠方,杏仁、秦皮、细辛、白芷、黄柏、当归,
39923,龙脑膏,《圣惠》卷三十二。,,白龙脑1钱（细研），蕤仁1分（去赤皮），杏仁7枚（汤浸，去皮尖双仁）。,,眼胎赤及生疮，怕见风日。,每以铜箸点少许，着目眦头，日2-3次。,,太平圣惠方,梅花冰片、蕤仁、杏仁,生疮
39937,升麻散,《圣惠》卷三十二。,,川升麻1两，黄耆1两（锉），犀角屑1两，蕤仁半两，玄参1两，防风1两（去芦头），甘草半两（炙微赤，锉），黄连半两（去须），杏仁半两（汤浸，去皮尖双仁，麸炒微黄）。,,眼胎赤，风毒上攻，肿痛。,每服3钱，以水1中盏，煎至5分，去滓，加竹沥半合，更煎1-2沸，每于食后温服。,,太平圣惠方,升麻、黄芪、水牛角、蕤仁、玄参、防风、甘草、黄连、杏仁,热毒 上攻 肿痛
40159,曾青膏,《圣惠》卷三十三。,,曾青1两（细研），决明子1两，蕤仁1两（汤浸，去赤皮），干姜1两（炮裂，锉），黄芩3分，车前子半两，黄连1两（去须），黄柏3分（锉），蜜2斤。,消翳明目。,风内障，青盲，胎风赤烂。,每点以铜著取药纳眦中，每日不限早晚点之。,方中蜜用量原缺，据《普济方》补。,太平圣惠方,曾青、决明子、蕤仁、干姜、黄芩、车前子、黄连、黄柏、蜂蜜,内障 青盲 胎风
40177,菊花散,《圣惠》卷三十三。,,甘菊花1两，旋覆花3分，生干地黄半两，羚羊角屑1两，海桐皮半两，秦艽半两（去苗），白附子半两（炮裂），防风3分（去芦头），蔓荆子3分，决明子半两，芎?半两。,,坠睛。风毒牵瞳仁向下，眼带紧急，视物不明。,每服3钱，以水1中盏，煎至6分，去滓，食后温服，临卧再服。,本方方名，《医方类聚》引作“甘菊花散”。,太平圣惠方,菊花、旋覆花、干地黄、羚羊角、海桐皮、秦艽、白附子、防风、蔓荆子、决明子、川芎,热毒 视物不明
41366,石斛散,《圣惠》卷十四。,,石斛1两半（去根，锉），巴戟1两（去心），桑螵蛸3分（微炒），菟丝子1两（酒浸3日，晒干，别杵为末），杜仲3分（去粗皮，炙微黄赤，锉）。,,肾气虚损，小便余沥，梦遗白浊，阴痒腰背寒痛。伤寒后肾气虚损，小便余沥，及夜梦失精，阴下湿痒。阳气虚惫，小便白淫。男子阴衰，腰背痛苦寒。,每服2钱，食前温酒调下。,,太平圣惠方,石斛、巴戟天、桑螵蛸、菟丝子、杜仲,元气虚惫 小便浊败 阴痒 背寒 伤寒 夜寐不安 元气虚惫 白淫 腰背痠疼
