序号,方名,规范名,经典,出处,主治,功用,功用大类,功用小类,处方,炮制,方解,禁忌,化裁,附方,文献,用法用量,名家论述,备注
10018903,诃黎勒汤,nan,nan,《圣济总录》卷一五六,妊娠下痢，冷热相攻，赤白相杂，日夜不止。,nan,nan,nan,诃黎勒（炮，去核）1两，苍术（去皮）1两，肉豆蔻（去壳）1两，赤石脂1两，干姜半两（炮裂，锉），阿胶1两（捣碎，炒令黄燥），艾叶1两（炒令微黄），白术1两，龙骨半两，陈橘皮1两（汤浸，去白瓤，焙），甘草1两（炙微赤，锉）。,上为细末。,nan,nan,nan,nan,nan,每服2钱匕，以粥饮调下，不拘时候。,nan,nan
10018925,诃术散,nan,nan,方出《医学正传》卷七引《产宝》，名见《医部全录》卷三八七,妊娠泄泻，两胁虚鸣，脐下冷痛，食瓜果生冷等物及当风取凉所致。,nan,nan,nan,诃子皮（煨）1钱，白术1钱，陈皮半钱，良姜（炒）半钱，木香半钱，白芍药（酒炒）半钱，炙甘草半钱，肉豆蔻（面裹，煨）半钱。,上细切。,nan,nan,nan,nan,nan,加生姜5片，水1盏半，煎至1盏，温服。,nan,nan
10018967,合欢丸,nan,nan,《叶氏女科》卷四,妇人气郁不孕。,nan,nan,nan,当归3两，熟地黄3两，茯苓1两5钱，白芍1两5钱，酸枣仁（炒）1两，远志肉（制）1两，香附（酒炒）8分，炙甘草8分。,上为末，炼蜜为丸。,nan,nan,nan,nan,nan,白汤送下。气虚，加人参1两。,nan,nan
10019082,和气安胎饮,nan,nan,《胎产心法》卷上,孕妇多怒，胸中胀满，用乌药、香附、砂仁顺气等药反加满闷者。,nan,nan,nan,人参2钱，白术（土炒）2钱，当归（酒洗）2钱，川芎8分，条芩8分，陈皮4分，紫苏4分，炙草4分，木香2分（磨汁冲服）。,nan,nan,nan,nan,nan,nan,生姜为引，水煎服。,nan,nan
10019091,和气散,nan,nan,《叶氏女科》卷二,妊娠二月，妊妇劳力，触伤胎气，致胎不安。,nan,nan,nan,藿香1钱，陈皮1钱，白术（蜜炙）1钱，砂仁（炒）1钱，黄芩1钱，桔梗1钱，益智仁1钱，厚朴（姜制）1钱半，枳壳（麸炒）1钱半，甘草（炙）8分，苏叶8分，小茴7分。,nan,nan,nan,nan,nan,nan,加灯心10茎，水煎，空心服。若惯堕胎者，宜每月服2剂，保过5月而止。,nan,nan
10019100,和气通经汤,nan,nan,《陈素庵妇科补解》卷三,行瘀逐寒。主治妇人有病似怀孕状而实非胎者。或血聚下焦，凝结不散，或寒气客于子门，血壅不流，结硬如石为石瘕；或寒气客于大肠，结瘕在内，状如怀子，腹渐长大，有形可见为肠覃；或经闭，月事不来，疑为有孕，而有蓄血；或月事时下，疑为漏胎，投以补血安胎之剂，非徒无益，而反有害者。,nan,nan,nan,归尾（姜汁炒）、川芎、丹参、益母草（花茎叶根子全用）、延胡索、桂心、红花、青皮、莪术（醋炒）、香附（酒醋同炒）、乌药。,nan,nan,nan,nan,nan,nan,nan,蓄血宜下其血，肠覃宜逐大肠寒气，石瘕症宜温子门、散瘀血。是方延、莪、红花以破血；青、乌、香附以行气；桂以温经散寒；芎、归、丹、益祛瘀生新。寒者温之，积者散之，滞者通之，蓄者行之，皆以和血而通经也。,nan
10019112,和气饮,nan,nan,《鸡鸣录》,妊娠4月，倦卧不安，或口舌头痛，脚弱及肿者。,nan,nan,nan,白术（土炒）1钱5分，盐橘红1钱，盐香附2钱（研），茯苓8分，炒白芍1钱，酒芩1钱，川芎5分，炙草5分，酒归身1钱6分。,nan,nan,nan,nan,nan,nan,水煎服。热多，加栀炭1钱。,nan,nan
10019113,和气饮,nan,nan,《嵩崖尊生》卷十四,妊娠心胃胀满。,nan,nan,nan,当归6分，川芎6分，白芍6分，人参6分，苏梗6分，陈皮6分，腹皮6分，甘草3分，木香2分。,nan,nan,nan,nan,nan,nan,《胎产心法》本方用法：水煎服。,nan,nan
10019117,和荣艾附汤,nan,nan,《玉案》卷五,一切经水不调，或先或后，久不孕育。,nan,nan,nan,当归1钱5分，川芎1钱5分，条芩1钱5分，香附1钱5分，阿胶1钱5分，黄连8分，知母8分，甘草8分，泽兰叶8分，白芍8分。,nan,nan,nan,nan,nan,nan,上加大枣5个，水煎，空心服。,nan,nan
10019126,和荣汤,nan,nan,《产科发蒙》卷二,胎动不安。,nan,nan,nan,当归、芍药、桂枝、阿胶、莲房（炙黑）、甘草、大枣。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10019138,和胎败毒散,nan,nan,《会约》卷十四,妊娠伤寒，天行时气，传染初起，并一切感冒。,nan,nan,nan,人参1钱，羌活1钱，前胡1钱，柴胡1钱，白苓1钱，甘草1钱，川芎1钱，枳壳1钱，桔梗1钱，黄芩1钱，白术1钱，苏叶1钱，葛根1钱，葱白1钱。,nan,nan,nan,nan,nan,nan,生姜为引，水煎，热服。得汗而解。,nan,nan
10019139,和胎调气饮,nan,nan,《叶氏女科》卷二,妊娠八月，胎气不安，气逆气喘，不问有无外感。,nan,nan,nan,陈皮（去白，炒）2钱，黄芩（酒炒）1钱5分，茯苓（炒）1钱，白术（蜜炙）1钱，枳壳（麸炒）8分，苏梗8分，炙甘草5分。,nan,nan,nan,nan,nan,nan,水煎服。7日进1服。,nan,nan
10019140,和胎饮,nan,nan,《玉案》卷五,妊娠下血。,nan,nan,nan,阿胶1钱5分，鹿角屑1钱5分，熟地1钱5分，蕲艾1钱5分，白术1钱，黄芩1钱，甘草1钱，砂仁1钱。,nan,nan,nan,nan,nan,nan,加大黑枣2枚，水煎，空心服。,nan,nan
10019141,和胎饮,nan,nan,《理瀹》,妊娠感受风寒。,nan,nan,nan,紫苏、黄芩、白术、甘草。,nan,nan,nan,nan,nan,nan,水煎，外抹胸背。太阳经，加羌、防、芎、藁、葱、姜；自汗者，去葱，加白芍。,nan,nan
10019142,和胎饮,nan,nan,《广嗣纪要》卷九,妊娠5-6月，因饮食劳倦，损伤脾胃，以致气逆，令人腹胀，烦闷不安。,nan,nan,nan,白术1钱，白茯苓1钱，条芩1钱，厚朴（制）5分，麦冬5分，枳壳（炒）5分，甘草2分。,nan,nan,nan,nan,nan,nan,水煎，食远服。,nan,nan
10019145,和痛汤,nan,nan,《古今医鉴》卷十二,小产心腹痛。,nan,nan,nan,当归1钱，川芎1钱，白芍（酒炒）1钱，熟地1钱，玄胡索7分，香附5分，青皮（炒）5分，桃仁（去皮）3分，红花3分，泽泻5分。,上锉1剂。,nan,nan,nan,nan,nan,方中泽泻，《东医宝鉴?杂病篇》作“泽兰”。,nan,nan
10019158,和胃汤,nan,nan,《嵩崖尊生》卷十四,妊娠恶呕。,nan,nan,nan,白术1钱，陈皮1钱，半夏（油炒黄）1钱，茯苓1钱，藿香1钱，当归8分，白芍8分，砂仁4分，竹茹4分，甘草4分，紫苏8分。,nan,nan,nan,nan,nan,nan,加生姜，水煎服。弱人，加人参6分。,nan,nan
10019165,和胃饮,nan,nan,《景岳全书》卷五十一,寒湿伤脾，霍乱吐泻，及痰饮水气，胃脘不清，呕恶胀满，腹痛等证。孕妇胃寒气实，胎气上逼者。,nan,nan,nan,陈皮1钱半，厚朴1钱半，干姜（炮）1-2钱，炙甘草1钱。,nan,nan,nan,nan,nan,nan,此即平胃散之变方也。凡呕吐等症，多有胃气虚者，一闻苍术之气亦能动呕，故以干姜代之。此方凡藿香、木香、丁香、茯苓、半夏、扁豆、砂仁、泽泻之类，皆可随宜增用之；若胸腹有滞，而兼时气寒热者，加柴胡。,nan,nan
10019166,和胃饮,nan,nan,《叶氏女科》卷二,妊娠恶阻，腹中疼痛。,nan,nan,nan,陈皮8分，桔梗8分，厚朴（盐制）8分，小茴香8分，益智仁8分，藿香8分，砂仁5分，苍术（米泔浸）4分，甘草3分。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10019198,和营汤,nan,nan,《中医妇科治疗学》,养血散寒。主治妊娠素体血虚，感受风寒，面色淡黄，少腹时痛，头痛，间有恶寒，苔白，脉浮少力。,nan,nan,nan,归身2钱，白芍3钱，桂枝1钱，艾叶3钱，甘草1钱。,nan,nan,nan,nan,nan,nan,水煎，温服。,nan,nan
10019204,和中安蛔散,nan,nan,《陈素庵妇科补解》卷三,妊娠饮食不节，饮冷所伤，寒热不调，致胃虚吐蛔；或因恶心阻食，甚则憎寒壮热，致胎动不安。,nan,nan,nan,厚朴、广皮、白术、黄芩、黄连、木香、香附、乌梅、椒目15粒，白豆蔻5分，白芍、当归、甘草、生姜。,nan,nan,nan,nan,nan,nan,方中厚朴、广皮、白术、黄芩、黄连、木香、香附、乌梅、白芍、当归、甘草、生姜用量原缺。呕吐不止，用炒米汤吞仲景乌梅丸3钱。,厚朴止吐逆除满；广皮利膈；白术苦温补土，兼泻胃热；黄芩泻上焦之火，佐白术清热安胎；黄连苦寒下虫，泻上中下心肝脾三经之火；木香辛苦温，行上中下三焦之气；香附行血中滞气；乌海酸伏；椒目苦辛杀虫；白豆蔻仁温脾暖上中二焦；白芍敛阴血，泻肝火；当归补血分安胎；甘草止痛，缓中泻火，虫得甘则升，引之使上就诸药；生姜辛以散之。,nan
10019208,和中煎,nan,nan,《鸡峰》卷二十,匀气宽中，宣通壅滞，调顺三焦，快利胸膈，温养脾胃，消化宿谷。主脾胃怯弱，饮食易伤，噎痞胀满，心腹刺痛，噫腐吞酸，呕逆恶心，及妊娠中虚痰逆，食饮化迟。,nan,nan,nan,槟榔1两，木香1两，橘皮1两，青皮1两，神曲1两，麦蘖1两，茯苓1两，半夏1两，人参班两，白术半两。,上为细末，姜煮面糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，生姜汤送下。,nan,nan
10019213,和中理脾汤,nan,nan,《会约》卷十四,和中理脾，防胎下堕。主治妊娠恶阻兼腰痛者。,nan,nan,nan,当归2钱，熟地（姜汁炒）2钱，白芍（酒炒）1钱半，川芎1钱，陈皮1钱，甘草1钱，黄芩1钱，半夏（姜炒）1钱半，白术2钱，杜仲（盐炒）2钱，茯苓1钱半。,nan,nan,nan,nan,nan,nan,加生姜3分，大枣3个，水煎，空心服。,nan,nan
10019265,和中饮,nan,nan,《叶氏女科》卷二,妊娠恶阻，饮食停滞，胸膈胀闷。,nan,nan,nan,茯苓1钱半，陈皮1钱半，半夏（汤泡，炒黄）1钱半，厚朴（姜制）1钱半，山楂肉1钱，白扁豆（炒）1钱，甘草5分，砂仁7分。,nan,nan,nan,nan,nan,nan,加生姜3片，水煎服。如火郁于上，加山栀仁（炒）1钱。,nan,nan
10019274,河车大造育麟丸,nan,nan,《胎产心法》卷上,妇人血气不足，苦于小产，或生而难育，或产下草迷而死。皆气血虚而胎不旺也。,nan,nan,nan,熟地4两（9蒸9晒），紫河车1具（头胎肥大者，洗净蒸烂），山药（炒）1两5钱，白术（土炒）1两5钱，茯神1两，茯苓1两，人参1两，枣仁（去壳，炒，研）1两，麦冬（去心）1两，阿胶（蛤粉炒成珠）1两，续断肉（酒蒸）1两，杜仲（盐水炒断丝）1两，沙参1两，黄耆（蜜炙）1两，神曲（炒）1两，建莲肉（炒）1两，条芩（酒炒）1两，白芍药（酒炒）1两，丹皮1两，当归身1两5钱（酒洗），五味3钱（炒，研）。,炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服2-3钱，早、晚秋石或桂元汤任下。如血不热，去条芩、丹皮，加肉桂3-5钱亦可。,nan,nan
10019287,河车种玉丸,nan,nan,《景岳全书》卷六十一,令人孕育。,nan,nan,nan,紫河车1具（只要母气壮盛，厚大新鲜者，但去胞内瘀血，不必挑去鲜红血脉，以米泔水洗净，用布绞干，石臼内生杵如糊，用山药末4-5两收干，捻为薄饼8-9个，于砂锅内焙干，以香如肉脯为妙），大熟地（酒洗，烘干）8两，枸杞（烘干）5两，白茯苓（人乳拌，晒3次），归身（酒洗）4两，人参4两，菟丝（制）4两，阿胶（炒珠）4两，丹皮（酒洗）2两，白薇（酒洗）2两，沉香1两，桂心3两，山茱萸3两，香附米（用酒半碗，醋半碗，水半碗，浸3日，晒干略烘）3两，大川芎（酒浸，切片，晒干）2两。,炼蜜为丸，如梧桐子大。,nan,服药后忌生萝卜、生藕、葱、蒜、绿豆粉之类。,nan,nan,nan,nan,nan,nan
10019352,黑白安胎散,nan,nan,《万氏女科》卷一,治胎动不安。,nan,nan,nan,白术30克，熟地30克。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10019374,黑丑散,nan,nan,《医略六书》卷二十八,健脾和胃，行气化饮。主治水饮停胃。（妊娠胃痛）,nan,nan,nan,黑丑30克，制半夏30克，炒白芥子60克，木香30克，橘红30克，茯苓45克，甘草15克。,nan,nan,nan,nan,nan,nan,上为散，每服3-6克，水煎，去滓温服。,nan,nan
10019380,黑豆大蒜煮红糖,nan,nan,《民间方》,健脾益胃。适用于肾虚型妊娠水肿。,nan,nan,nan,黑豆100克，大蒜、红糖各30克。,将炒锅放旺火上，加水1000克煮沸后，倒入黑豆（洗净）、大蒜（切片）、红糖，用文火烧至黑豆熟即可。,nan,nan,nan,nan,nan,每日2次。一般用5～7次有效。,nan,nan
10019403,黑豆汤,nan,nan,《圣济总录》卷一五九,温气滑血。主治妇人妊娠，子死腹中。,nan,nan,nan,黑豆（捣碎）半升，生姜（细切）4两。,nan,nan,nan,nan,nan,nan,上药以童便3碗同煎，取2碗，每服1盏，去滓温服，连2-3盏。未下再服。,nan,nan
10019404,黑豆汤,nan,nan,《叶氏女科》卷二,妊娠不慎饮食，误食毒物、毒药而胎动者。,nan,nan,nan,黑豆3合，淡竹叶20片（洗），甘草3钱。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10019485,黑金散,nan,nan,《医略六书》卷三十,孕妇产后败血淋沥，脉涩滞者。,nan,nan,nan,血竭3两，松墨3两，血余3两（炒灰），百草霜3两，当归3两（醋炒），肉桂1两半（去皮，炒黑），赤芍1两半（醋炒黑），延胡2两（醋浸，炒黑），鲤鱼鳞1两半（炒黑）。,上为散。,nan,nan,nan,nan,nan,每服3钱，乌梅汤煎下，去滓。,nan,nan
10019573,黑神散,nan,nan,《陈素庵妇科补解》卷三,妊娠热病胎死腹中。母患热病至6-7日以后，病热势不解，脏腑积热熏蒸致胎难保，儿死胎冷，浆水里胀不能自出。,nan,nan,nan,赤芍、桂心、归尾、干姜、蒲黄、白芷、香附、益母草、黑豆、生地、陈皮、红花、朴消、鹿角屑、童便。,nan,nan,nan,nan,nan,nan,nan,此方干姜、鹿角屑皆行血之品，辛热故也；赤芍、生蒲黄、归尾、红花、香附、陈皮皆破血行气之药；白芷能排痛；朴消能烂胎，咸寒涩能坠，使胎下行，且能行胞中之水而易出也。,nan
10019579,黑神散,nan,nan,《圣济总录》卷一五九,产难气欲绝，及横生者。,nan,nan,nan,铛墨（研）1两，白芷（为末）2两。,上为极细末。,nan,nan,nan,nan,nan,每服3钱匕，童便、酒、醋共1盏调下，未产再服。,nan,nan
10019584,黑神丸,nan,nan,《苏沈良方》卷四,治五膈，痃癖，七疝，血崩，难产，死胎不下，产后诸血，漏下赤白。,nan,nan,nan,漆180克（半生，半用重汤煮半日令香），神曲120克，茴香120克，木香、椒红、丁香各15克，槟榔4个。,上药除椒外，五物皆半生半炒，炼蜜为丸，如弹子大。,nan,nan,nan,nan,nan,取茴香末360克，铺盖阴地，阴干。候外干，并茴香收器中，极干乃去茴香。死胎，服1丸，用酒送下；难产，加炒葵子49枚，捣碎用酒煎下1丸。,nan,nan
10019675,恒山散,常山汤,nan,《圣惠》卷七十四,妊娠疟疾。,nan,nan,nan,恒山1两，甘草半两（炙微赤），黄芩半两，乌梅14枚（微炒），石膏1两（捣碎）。,上锉细。,nan,nan,nan,nan,nan,常山汤（《中藏经》卷八）。,nan,nan
10019819,红蓝花散,nan,nan,《圣济总录》卷一五八,妊娠堕胎后，血不出，奔心闷绝，不识人。,nan,nan,nan,红蓝花1分（微熬过），男子发1分（烧灰），墨1分（烧通红），麒麟竭1分（研），蒲黄（隔纸炒）1分。,上为散。,nan,nan,nan,nan,nan,每服2钱匕，以童便3-4分调服之。,nan,nan
10019967,红枣膏,nan,nan,《叶氏女科》卷二,妊娠心痛。,nan,nan,nan,大红枣2个，乌梅1个，杏仁（去皮、尖）7粒。,上药同捣为膏服。,nan,nan,nan,nan,nan,口服。,nan,nan
10020053,厚朴橘皮丸,nan,nan,《圣济总录》卷一五四,胎动不安，心腹痛。,nan,nan,nan,厚朴（去粗皮，生姜汁炙）1两，陈橘皮（汤浸，去白，焙）1两，木香1两，白术1两半，阿胶（炙燥）半两，当归（锉，焙）半两，干姜（炮）半两，诃黎勒皮半两，吴茱萸（洗，焙干，炒）1分。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，食前米饮送下。,nan,nan
10020055,厚朴六合汤,nan,nan,《元戎》,虚劳气弱，咳嗽喘满；妊娠伤寒汗下后，虚痞胀满者。,nan,nan,nan,四物汤4两，厚朴（姜制）1两，枳实（麸炒）半两。,nan,nan,nan,nan,nan,nan,nan,nan,nan
10020059,厚朴去干姜汤,nan,nan,《胎产心法》卷上,妊娠能食，腹痛后重，积秽稠粘之白痢。,nan,nan,nan,厚朴（去皮，姜汁炒）、陈皮（泡，去浮白）、茯苓、炙草各等分。,nan,nan,nan,nan,nan,nan,水煎服。,nan,nan
10020066,厚朴散,nan,nan,方出《经效产宝》卷上，名见《妇人良方》卷十五,妊娠痢，黄水不绝。,nan,nan,nan,厚朴3两（炙），黄连2两，豆蔻5枚（连皮）。,nan,nan,忌生冷肥腻。,nan,nan,nan,nan,nan,nan
10020075,厚朴散,nan,nan,《圣济总录》卷一五六,妊娠下痢，日夜频并，脐腹撮痛。,nan,nan,nan,厚朴（去粗皮，生姜汁炙熟）3两，吴茱萸（水浸半日，炒）3分，茴香子（微炒）1两，干姜（锉，炒）1两，甘草（炙）1两，陈橘皮（去白，焙）1两。,上为散。,nan,nan,nan,nan,nan,每服2钱匕，食前煎紫苏、木瓜汤调下。,nan,nan
10020116,厚朴丸,nan,nan,《圣惠》卷七十五,妊娠阻病，头疼，肩背烦闷，往往气胀，不思饮食。,nan,nan,nan,厚朴1两（去粗皮，涂生姜汁，炙令香熟），白术1两，麦门冬3分（去心），陈橘皮1两（汤浸，去白瓤，焙），赤茯苓1两半，半夏3分（汤洗7遍去滑），人参3分（去芦头），前胡1两（去芦头）。,上为末，炼蜜为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服20丸，以生姜粥饮送下，不拘时候。,nan,nan
10020137,厚朴煮散,调胃散,nan,《圣济总录》卷一五五,妊娠腹胀，不欲饮食。,nan,nan,nan,厚朴（去粗皮，生姜汁炙）1两半，白术1两，芎1两，干姜（炮）1两，当归（切，焙）1两，诃黎勒（煨，去核）1两，陈橘皮（汤浸，去白，焙）1两，人参半两，芍药半两，甘草（炙）1分。,上为粗末。,nan,nan,nan,nan,nan,每服3钱匕，以水1盏，加大枣2个（擘），煎取7分，去滓，稍热服，不拘时候。,nan,nan
10020154,狐灰散,nan,nan,《圣济总录》卷一五六,妊娠下痢。极甚者，不过3-5服见效。,nan,nan,nan,野狐肠连心肺（须腊月收于罐子内，以文武火烧取黑灰，不得令过火候，有毒烟出便塞却窍子，勿令透气，候冷取）。,上为细散。,nan,nan,nan,nan,nan,每服2钱匕，米饮调下。极甚者，1日3服，3日内顿安。如是寻常痢或疼痛，立愈。,nan,nan
10020265,胡连丸,nan,nan,《万氏女科》卷二,安胎。主治胎动不安。,nan,nan,nan,条芩4两（沉水者），白术（无油者）2两，莲肉（去心）2两，砂仁（微炒）1两，炙草1两。,上为末，用山药5两作糊为丸。,nan,nan,nan,nan,nan,米饮送下。,nan,nan
10020526,虎翼饮,nan,nan,《产论》卷一,妊娠心下逼而呕吐者。,nan,nan,nan,半夏8钱，茯苓4钱，青皮1钱，生姜1钱半。,nan,nan,nan,nan,nan,nan,上以伏龙肝汁2合半，煮取1合半，内服。,nan,nan
10020602,琥珀黑散,nan,nan,《宋?太平惠民和剂局方》,治产妇一切疾病，产前胎死，产难、横生、逆生。产后胞衣不下，衣带先断，遍身疼痛，口干心闷，非时不语。如血晕眼花，误以为暗风；乍寒乍热，误以为疟疾；四肢浮肿，误以为水气，言语颠狂，乍见鬼神，误以为邪祟，腹胁胀满，呕逆不定，误以为翻胃；大便秘涩，小便出血，误以为五淋。及恶露未尽；经候未还，起居饮食，便不戒忌，血气之疾，聚即成块，散即上冲，气急心疼，咳嗽多唾，四肢虚热，睡惊盗汗，崩中败证，绕脐刺痛，或即面赤，因变骨蒸、皆宜多服。若产后鼻衄，口鼻黑色，气起喉中喘急，中风口噤，皆为难治，须急服之。,nan,nan,nan,琥珀（别研）、朱砂（别研）、百草霜（别研）、新罗、白附子（炮）、松墨（烧）、黑衣（灶屋尘也）、血猫灰（鲤鱼鳞是也，烧为末），各半两；麝香（研）、川当归（去芦）、白僵蚕（炒.去丝.嘴），各一分。,nan,nan,nan,nan,nan,nan,每服二钱，炒姜、温酒和童子小便调下，食前。凡产前宜进一、两服，能安神顺胎。产后虽无疾，七日内亦进一、二服，能散诸病。或因惊恐，变生他证，当连服取效。,nan,nan
10020614,琥珀六合汤,nan,nan,《医学纲目》卷三十三引《圣惠》,妊娠伤寒，太阳本病，小便赤如血状。,nan,nan,nan,四物汤4两，琥珀5钱，茯苓5钱。,nan,nan,nan,nan,nan,nan,《医钞类编》本方用法，每次五钱，水煎服。,nan,nan
10020641,琥珀汤,nan,nan,《圣济总录》卷五十三,转胞。小便不利，烦闷。,nan,nan,nan,琥珀1两，大黄（锉，炒）1两，滑石（碎）1两，车前子1两，车前叶1两。,上为粗末。,nan,nan,nan,nan,nan,每服2钱匕，水1盏，葱白半分（拍碎），煎至7分，去滓温服，不拘时候。,nan,nan
10020648,琥珀调经丸,nan,nan,《摄生众妙方）卷十一,活血调经。治因月经不调，不能受孕者。（不孕）,nan,nan,nan,香附子500克（250克用童便浸，250克用好醋浸，各浸七日），好艾（摘去枝、梗）120克（加入香附子内搅匀，再加好醋1升，入砂锅内煮干为度，日中晒干，磨为细末），没药、当归（酒洗）各60克，川芎60克，熟地60克（酒蒸，另杵入糊）、生地黄60克（酒浸，另捣入糊）、芍药60克（煨）、琥珀30克（另研）。,上药共为细末，用醋糊为丸，如梧桐子大。,nan,nan,nan,nan,nan,每服100丸，空腹时用艾、醋汤送下。,nan,nan
10020671,琥珀泽兰煎,nan,nan,《宋?太平惠民和剂局方》,治妇人三十八种血气，八风五痹，七症八瘕，心腹刺痛，中风瘫痪，手足酸疼，乳中结瘀，妊娠胎动，死胎不出，产衣不下，败血凑心，头旋眼花，血注四肢，浑身浮肿，冲任久疼，绝产无嗣，早晚服食；或因有子，经脉不调，赤白带下，恶心呕逆，身体瘦倦，怀胎八月，一日一服，胎滑易产。,nan,nan,nan,紫巴戟（去心.糯米炒）、茴香（炒）、牡丹皮（去心）、刘寄奴草（去枝）、五味子（去梗）、白芷、五加皮（去心）、金钗、石斛（去根.酒浸.炒）、泽兰叶（去梗）、川芎、赤芍药、生干地黄（洗.去芦）、川当归（酒浸一宿）、人参（去芦）、白芍药、熟干地黄（洗去土）、艾叶（醋炒.糯米糊调成饼.焙干.为末）、附子（炮.去皮.脐）、白术，各一两。,上为细末，炼蜜圆，如弹子大。,nan,nan,nan,nan,nan,每服一圆，用温酒磨下。漏胎刺痛，煮糯米饮下。寒热往来，四肢烦疼，煎青酒下。妇人、室女经血不通，煎红花酒下。血晕不省人事，童子小便和暖酒下。催生，鸡子清和酒下。血气血块攻刺心腹，烧称锤淬酒下。伤寒及中风口噤，煎麻黄汤下，用被盖出汗即愈。心惊悸及头疼，薄荷酒下。咳嗽，煎桑白皮汤下。血风攻注，浑身瘙痒，头面麻痹，炒黑豆浸酒下。产前产后常服，不生诸疾，神效。,nan,nan
10020681,琥珀朱砂丸,琥珀丸,nan,《医学入门》卷八,室女带下。妇人月水不准及难产，产后血奔，或因气与风寒暑湿所搏，以致月经不调，或瘀血刺痛。,nan,nan,nan,琥珀4钱，木香4钱，当归4钱，没药4钱，乳香1钱，麝香2分半，朱砂2分半。,上为末，水为丸，如龙眼核大。,nan,nan,nan,nan,nan,琥珀丸（《郑氏家传女科万金方》卷一）。《郑氏家传女科万金方》本方用法：上为末，用人乳拌乳香，饭锅上煮化，下前药为丸，如芡实大，朱砂为衣。临服童便，姜汁、酒送下。,nan,nan
10020683,琥珀滋生丸,nan,nan,《惠直堂方》卷四,妇人胎前产后百病。脑胁疼痛，绕脐腹痛，呕逆上气，筑心痰喘，不进饮食；诸色痢疾，及赤白带下，血冷血崩，漏胎下血；泄泻不止；尿涩诸淋；血晕不知人事；上热下冷；遍身虚肿水气；产内二毒伤寒及中风角弓反张；月经不通，或间杂五色，频频而下，断续不止，饮食无味，肌瘦面赤，唇焦，乍寒乍热，四肢频痛，五心烦热，黑(黑干)血斑，赤肿走注，血风劳伤。,nan,nan,nan,琥珀1两（醋炒，灯草同研），阿胶1两（炒成珠），五味子5钱，附子（制）1两（夏5钱），肉桂（去粗皮）5钱，沉香5钱（不见火），川芎5钱，桑寄生1两，当归1两，肉苁蓉1两，人参1两，续断1两，熟地1两，没药（炙）1两，木香（不见火）1两，延胡索1两，乳香（炙）1两，牛黄3钱，朱砂1两（为衣）。,上为细末。先将益母草8两揉碎，加水10碗，熬成一半，去滓，慢火熬成膏，和药末，少加老蜜，捣千余下，分为百份，每丸重1钱4分，朱砂为衣，阴干，再晒极干，黄蜡为壳。,nan,nan,nan,nan,nan,每服1丸。脑胁疼痛，绕脐腹痛，及呕逆上气，筑心痰喘，不进饮食，用姜汁少许，和酒化服；诸色痢疾，及赤白带下，血冷血崩，漏胎下血，用生姜、艾叶（炒令黑色）酒煎数沸，调服；泄泻不止，陈米饮调服；尿涩诸淋，通草、灯心汤送下；血晕不知人事，童便调灌半丸，醒后当归汤服1-2丸；上热下冷，人参汤服；遍身虚肿水气，赤小豆汤调服；产内二毒伤寒及中风角弓反张，麻黄汤调服，被盖出汗；月经不通，或间杂五色，频频而下，断续不止，饮食无味，肌瘦面赤，唇焦，乍寒乍热，四肢频痛，五心烦热，黑(黑干)血斑，赤肿走注，血风劳伤，并用童便入姜,nan,nan
10020719,护胎白药子散,nan,nan,方出《证类本草》卷九引《经验后方》，名见《普济方》卷三三九,护胎。主治妊娠伤寒。,nan,nan,nan,白药子不拘多少。,上为末。,nan,nan,nan,nan,nan,用鸡子清调摊于纸花上，可碗口大，贴在脐下胎存生处，干即以温水润之。,nan,nan
10020720,护胎方,nan,nan,《本事》卷十,护胎，令子不落。主治妊娠感时气，身大热。,nan,nan,nan,伏龙肝。,上为末。,nan,nan,nan,nan,nan,水调涂脐下2寸，干则易。愈即止。又取井中泥涂心下，干则易。,nan,《普济本事方释义》：伏龙肝气味辛咸微温，入足厥阴。水调涂脐下二寸，以土和水性乃凉也。妊娠患伤寒，身大热，胎不安，以之护胎，则血静而安矣。
10020721,护胎救生散,nan,nan,《圣惠》卷七十四,安胎，解烦热。主治妊娠伤寒热病。,nan,nan,nan,浮萍草1两，川朴消1两，蛤粉1两，川大黄1分（锉碎，微炒），蓝根1两（锉）。,上为细散。,nan,nan,nan,nan,nan,水调封脐上。,nan,nan
10020722,护胎散,nan,nan,《玉案》卷五,妊娠2-3个月，胎气不安，呕吐不止，腰胯酸疼，或有红来。,nan,nan,nan,白术2钱，人参2钱，黄芩2钱，阿胶1钱5分，艾叶1钱5分，砂仁1钱5分。,nan,nan,nan,nan,nan,nan,加生姜3片，黑枣2个，食前水煎服。,nan,nan
