组合,关联度系数
"['解毒', '长骨']",7.797207784210336e-06
"['解毒', '敛血']",7.797207784210336e-06
"['解毒', '隆压']",7.797207784210336e-06
"['解毒', '目血']",7.797207784210336e-06
"['解毒', '拔疔']",7.797207784210336e-06
"['解毒', '开痹']",7.797207784210336e-06
"['解毒', '燥湿收敛']",7.797207784210336e-06
"['解毒', '缓下']",7.797207784210336e-06
"['解毒', '运脾']",7.797207784210336e-06
"['解毒', '目痛']",7.797207784210336e-06
"['解毒', '润皮']",7.797207784210336e-06
"['解毒', '痰涎']",7.797207784210336e-06
"['解毒', '接筋骨']",7.797207784210336e-06
"['解毒', '二便']",7.797207784210336e-06
"['解毒', '回乳']",7.797207784210336e-06
"['解毒', '活轿']",7.797207784210336e-06
"['解毒', '清泻肝火']",7.797207784210336e-06
"['解毒', '止消渴']",7.797207784210336e-06
"['解毒', '止痈']",7.797207784210336e-06
"['解毒', '补筋骨']",8.470109026925687e-05
"['解毒', '支翳']",8.470109026925687e-05
"['解毒', '风利湿']",8.470109026925687e-05
"['解毒', '平喘咳']",8.470109026925687e-05
"['解毒', '肃肺']",8.470109026925687e-05
"['解毒', '昌渴']",8.470109026925687e-05
"['解毒', '破坚']",8.470109026925687e-05
"['解毒', '澡湿']",8.470109026925687e-05
"['解毒', '滋肝']",8.470109026925687e-05
"['解毒', '清肿']",8.470109026925687e-05
"['解毒', '种中']",8.470109026925687e-05
"['解毒', '凉散瘀']",8.470109026925687e-05
"['解毒', '补益精气']",8.470109026925687e-05
"['解毒', '疗疖']",8.470109026925687e-05
"['解毒', '止烦']",8.470109026925687e-05
"['解毒', '悦神']",8.470109026925687e-05
"['解毒', '润腩']",8.470109026925687e-05
"['解毒', '定惊痫']",8.470109026925687e-05
"['解毒', '清心胃火']",8.470109026925687e-05
"['解毒', '镇疼']",8.470109026925687e-05
"['解毒', '消胃']",8.470109026925687e-05
"['解毒', '调理']",8.470109026925687e-05
"['解毒', '表风']",8.470109026925687e-05
"['解毒', '入络']",8.470109026925687e-05
"['解毒', '驱杀绦虫']",8.470109026925687e-05
"['解毒', '水利']",8.470109026925687e-05
"['解毒', '养肤']",8.470109026925687e-05
"['解毒', '怯痰']",8.470109026925687e-05
"['解毒', '消障翳']",8.470109026925687e-05
"['解毒', '祛谈']",8.470109026925687e-05
"['解毒', '定搐']",8.470109026925687e-05
"['解毒', '愈伤']",8.470109026925687e-05
"['解毒', '润澡']",8.470109026925687e-05
"['解毒', '除寒']",8.470109026925687e-05
"['解毒', '散气']",8.470109026925687e-05
"['解毒', '解暑热']",8.470109026925687e-05
"['解毒', '活瘀']",8.470109026925687e-05
"['解毒', '益肺胃']",8.470109026925687e-05
"['解毒', '消疝']",8.470109026925687e-05
"['解毒', '镇逆']",8.470109026925687e-05
"['解毒', '利血']",8.470109026925687e-05
"['解毒', '去眼赤']",8.470109026925687e-05
"['解毒', '风痰']",8.470109026925687e-05
"['解毒', '疏表']",8.470109026925687e-05
"['解毒', '去痛']",8.470109026925687e-05
"['解毒', '化骨硬']",8.470109026925687e-05
"['解毒', '防治流感']",8.470109026925687e-05
"['解毒', '表热']",8.470109026925687e-05
"['解毒', '利担']",8.470109026925687e-05
"['解毒', '通肠']",8.470109026925687e-05
"['解毒', '清泻肺热']",8.470109026925687e-05
"['解毒', '收肠止脱']",8.470109026925687e-05
"['解毒', '利悄']",8.470109026925687e-05
"['解毒', '止咳逆']",8.470109026925687e-05
"['解毒', '调和']",8.470109026925687e-05
"['解毒', '脾肾']",8.470109026925687e-05
"['解毒', '养髓']",8.470109026925687e-05
"['解毒', '补益精血']",8.470109026925687e-05
"['解毒', '愈创']",8.470109026925687e-05
"['解毒', '刮湿']",8.470109026925687e-05
"['解毒', '疏利肝胆']",8.470109026925687e-05
"['解毒', '疗疹']",8.470109026925687e-05
"['解毒', '调补']",8.470109026925687e-05
"['解毒', '清风']",8.470109026925687e-05
"['解毒', '破结']",8.470109026925687e-05
"['解毒', '保肝']",8.470109026925687e-05
"['解毒', '除痛']",8.470109026925687e-05
"['解毒', '除疾']",8.470109026925687e-05
"['解毒', '得尿']",8.470109026925687e-05
"['解毒', '升举清阳']",8.470109026925687e-05
"['解毒', '涩脾']",8.470109026925687e-05
"['解毒', '健腺']",8.470109026925687e-05
"['解毒', '感冒']",8.470109026925687e-05
"['解毒', '被风']",8.470109026925687e-05
"['解毒', '散郁开结']",8.470109026925687e-05
"['解毒', '消散痈肿']",8.470109026925687e-05
"['解毒', '降胃气']",8.470109026925687e-05
"['解毒', '祛署']",8.470109026925687e-05
"['解毒', '通秘']",8.470109026925687e-05
"['解毒', '催生断片']",8.470109026925687e-05
"['解毒', '通利关节']",8.470109026925687e-05
"['解毒', '健中']",8.470109026925687e-05
"['解毒', '散痈']",8.470109026925687e-05
"['解毒', '愈溃']",8.470109026925687e-05
"['解毒', '镇病']",8.470109026925687e-05
"['解毒', '升阳发散']",8.470109026925687e-05
"['解毒', '除翳']",8.470109026925687e-05
"['解毒', '疗咽']",8.470109026925687e-05
"['解毒', '涤热']",8.470109026925687e-05
"['解毒', '泽肤']",8.470109026925687e-05
"['解毒', '止务']",8.470109026925687e-05
"['解毒', '干肝']",8.470109026925687e-05
"['解毒', '乙脑']",8.470109026925687e-05
"['解毒', '庋显']",8.470109026925687e-05
"['解毒', '消中']",8.470109026925687e-05
"['解毒', '宣湿']",8.470109026925687e-05
"['解毒', '收效']",8.470109026925687e-05
"['解毒', '截疙']",8.470109026925687e-05
"['解毒', '情热']",8.470109026925687e-05
"['解毒', '息风止疫']",8.470109026925687e-05
"['清热', '温中']",0.005545789650590827
"['清热', '强筋骨']",0.002238142747230998
"['清热', '补中']",0.0014459952684576782
"['清热', '壮骨']",0.001272173560858958
"['清热', '补肝肾']",0.0011856825904907886
"['清热', '散热']",0.0011281985200114475
"['清热', '固精']",0.0011281985200114475
"['清热', '清湿热']",0.0010995135574897175
"['清热', '温经']",0.0009851915476501993
"['清热', '解郁']",0.0007870521495915161
"['清热', '通经络']",0.0006474784572422232
"['清热', '补益']",0.0006198112852089377
"['清热', '滋补强壮']",0.0006198112852089377
"['清热', '缩尿']",0.000592239313387255
"['清热', '助阳']",0.000510164295101756
"['清热', '催吐']",0.000510164295101756
"['清热', '宽中']",0.0004830469599065301
"['清热', '清暑']",0.0004830469599065301
"['清热', '止汗']",0.00045606636271378065
"['清热', '逐水']",0.00045606636271378065
"['清热', '滋补']",0.0004292341462337479
"['清热', '强壮']",0.00040256354295364893
"['清热', '解蛇毒']",0.00037606967848025086
"['清热', '辟秽']",0.00034976995088364937
"['清热', '调中']",0.0003236845101191044
"['清热', '滋肾']",0.00027225470689928866
"['清热', '壮腰']",0.00027225470689928866
"['清热', '补益肝肾']",0.00024697089262148975
"['清热', '消瘿']",0.0002220248958308968
"['清热', '疗癣']",0.0002220248958308968
"['清热', '止泻痢']",0.0002220248958308968
"['清热', '涌吐']",0.0001974646679332448
"['清热', '解热毒']",0.0001974646679332448
"['清热', '催产']",0.0001974646679332448
"['清热', '清凉']",0.00017334926575462983
"['清热', '强腰膝']",0.00017334926575462983
"['清热', '填精']",0.00014975257202520798
"['清热', '益气血']",0.00014975257202520798
"['清热', '消症']",0.00014975257202520798
"['清热', '强腰']",0.00014975257202520798
"['清热', '通窍']",0.00012676871866357242
"['清热', '益肝']",0.0001045202440337345
"['清热', '生发']",8.317082734321524e-05
"['清热', '止遗']",8.317082734321524e-05
"['清热', '止嗽']",6.294608087398235e-05
"['清热', '泻水']",6.294608087398235e-05
"['清热', '止泄']",4.4169429201046384e-05
"['清热', '壮筋骨']",4.4169429201046384e-05
"['清热', '抗肿']",2.732851496056732e-05
"['清热', '行滞']",2.732851496056732e-05
"['清热', '止惊']",2.732851496056732e-05
"['清热', '抗瘤']",2.732851496056732e-05
"['清热', '利咽喉']",2.732851496056732e-05
"['清热', '防腐']",2.732851496056732e-05
"['清热', '厚肠']",2.732851496056732e-05
"['清热', '散瘀血']",2.732851496056732e-05
"['清热', '抗疟']",2.732851496056732e-05
"['清热', '补胃']",2.732851496056732e-05
"['清热', '脾胃']",2.732851496056732e-05
"['清热', '止疼']",1.3209948196535315e-05
"['清热', '蠲痹']",1.3209948196535315e-05
"['清热', '除疳']",1.3209948196535315e-05
"['清热', '败毒']",1.3209948196535315e-05
"['清热', '抗菌']",3.209850151120186e-06
"['清热', '清肝火']",3.209850151120186e-06
"['清热', '舒经']",3.209850151120186e-06
"['清热', '消瘰']",3.209850151120186e-06
"['清热', '祛邪']",3.209850151120186e-06
"['清热', '宽胞']",3.209850151120186e-06
"['清热', '祛热']",3.209850151120186e-06
"['清热', '理湿']",3.209850151120186e-06
"['清热', '填髓']",3.209850151120186e-06
"['清热', '通利二便']",2.001530892137282e-07
"['清热', '清血']",2.001530892137282e-07
"['清热', '攻积']",2.001530892137282e-07
"['清热', '心肾']",2.001530892137282e-07
"['清热', '柔肝']",2.001530892137282e-07
"['清热', '抑菌']",2.001530892137282e-07
"['清热', '敛带']",2.001530892137282e-07
"['清热', '剑疮']",2.001530892137282e-07
"['清热', '止吐']",2.001530892137282e-07
"['清热', '涤痰']",2.001530892137282e-07
"['清热', '补阴']",2.001530892137282e-07
"['清热', '驳骨']",2.001530892137282e-07
"['清热', '升举阳气']",2.001530892137282e-07
"['清热', '通林']",2.001530892137282e-07
"['清热', '健脑']",2.001530892137282e-07
"['清热', '消毒']",2.001530892137282e-07
"['清热', '化石']",2.001530892137282e-07
"['清热', '清燥']",2.001530892137282e-07
"['清热', '清咽']",2.001530892137282e-07
"['清热', '消骨鲠']",1.1905897394748344e-05
"['清热', '止咳嗽']",1.1905897394748344e-05
"['清热', '上血']",1.1905897394748344e-05
"['清热', '袪风']",1.1905897394748344e-05
"['清热', '淡渗']",1.1905897394748344e-05
"['清热', '发散']",1.1905897394748344e-05
"['清热', '清利肝胆']",1.1905897394748344e-05
"['清热', '泄浊']",1.1905897394748344e-05
"['清热', '清利咽喉']",1.1905897394748344e-05
"['清热', '化斑']",1.1905897394748344e-05
"['清热', '润喉']",1.1905897394748344e-05
"['清热', '隆压']",1.1905897394748344e-05
"['清热', '目血']",1.1905897394748344e-05
"['清热', '燥湿收敛']",1.1905897394748344e-05
"['清热', '缓下']",1.1905897394748344e-05
"['清热', '下痢']",1.1905897394748344e-05
"['清热', '芳香化浊']",1.1905897394748344e-05
"['清热', '能淋']",1.1905897394748344e-05
"['清热', '痰涎']",1.1905897394748344e-05
"['清热', '二便']",1.1905897394748344e-05
"['清热', '回乳']",1.1905897394748344e-05
"['清热', '祛淤']",1.1905897394748344e-05
"['清热', '清泻肝火']",1.1905897394748344e-05
"['清热', '止消渴']",1.1905897394748344e-05
"['清热', '止痈']",1.1905897394748344e-05
"['清热', '补筋骨']",9.282994135051403e-05
"['清热', '滑痰']",9.282994135051403e-05
"['清热', '除积']",9.282994135051403e-05
"['清热', '除风毒']",9.282994135051403e-05
"['清热', '风利湿']",9.282994135051403e-05
"['清热', '调所']",9.282994135051403e-05
"['清热', '清肺气']",9.282994135051403e-05
"['清热', '种湿']",9.282994135051403e-05
"['清热', '锊毒']",9.282994135051403e-05
"['清热', '澡湿']",9.282994135051403e-05
"['清热', '滋肝']",9.282994135051403e-05
"['清热', '清肿']",9.282994135051403e-05
"['清热', '固脾']",9.282994135051403e-05
"['清热', '凉散瘀']",9.282994135051403e-05
"['清热', '疗疖']",9.282994135051403e-05
"['清热', '退蒸']",9.282994135051403e-05
"['清热', '角暑']",9.282994135051403e-05
"['清热', '升发清阳']",9.282994135051403e-05
"['清热', '消胃']",9.282994135051403e-05
"['清热', '通虚热']",9.282994135051403e-05
"['清热', '通气']",9.282994135051403e-05
"['清热', '驱杀绦虫']",9.282994135051403e-05
"['清热', '宣表']",9.282994135051403e-05
"['清热', '怯痰']",9.282994135051403e-05
"['清热', '消障翳']",9.282994135051403e-05
"['清热', '痔疮下血']",9.282994135051403e-05
"['清热', '止淋']",9.282994135051403e-05
"['清热', '争毒']",9.282994135051403e-05
"['清热', '除寒']",9.282994135051403e-05
"['清热', '杀早']",9.282994135051403e-05
"['清热', '清络']",9.282994135051403e-05
"['清热', '定志']",9.282994135051403e-05
"['清热', '活瘀']",9.282994135051403e-05
"['清热', '利血']",9.282994135051403e-05
"['清热', '疏表']",9.282994135051403e-05
"['清热', '防治流感']",9.282994135051403e-05
"['清热', '助颜']",9.282994135051403e-05
"['清热', '经止血']",9.282994135051403e-05
"['清热', '涩带']",9.282994135051403e-05
"['清热', '润肝']",9.282994135051403e-05
"['清热', '利悄']",9.282994135051403e-05
"['清热', '调和']",9.282994135051403e-05
"['清热', '解毒消']",9.282994135051403e-05
"['清热', '行气破积']",9.282994135051403e-05
"['清热', '补益肾阴']",9.282994135051403e-05
"['清热', '散瘀拔弹']",9.282994135051403e-05
"['清热', '刮湿']",9.282994135051403e-05
"['清热', '疏利肝胆']",9.282994135051403e-05
"['清热', '消带']",9.282994135051403e-05
"['清热', '清风']",9.282994135051403e-05
"['清热', '止津']",9.282994135051403e-05
"['清热', '祛翳']",9.282994135051403e-05
"['清热', '得尿']",9.282994135051403e-05
"['清热', '升举清阳']",9.282994135051403e-05
"['清热', '除邪']",9.282994135051403e-05
"['清热', '健腺']",9.282994135051403e-05
"['清热', '感冒']",9.282994135051403e-05
"['清热', '消散痈肿']",9.282994135051403e-05
"['清热', '催生断片']",9.282994135051403e-05
"['清热', '通利关节']",9.282994135051403e-05
"['清热', '血脉']",9.282994135051403e-05
"['清热', '消瘰疬']",9.282994135051403e-05
"['清热', '排痈']",9.282994135051403e-05
"['清热', '散痈']",9.282994135051403e-05
"['清热', '愈溃']",9.282994135051403e-05
"['清热', '除翳']",9.282994135051403e-05
"['清热', '怡神']",9.282994135051403e-05
"['清热', '调肝']",9.282994135051403e-05
"['清热', '泽肤']",9.282994135051403e-05
"['清热', '止务']",9.282994135051403e-05
"['清热', '干肝']",9.282994135051403e-05
"['清热', '乙脑']",9.282994135051403e-05
"['清热', '息风止疫']",9.282994135051403e-05
"['止痛', '解暑']",0.0005295378606188783
"['止痛', '益精']",0.00043130025934995375
"['止痛', '退热']",0.0004036007308386713
"['止痛', '补肺']",0.00037609330761917414
"['止痛', '潜阳']",0.00036241757830357546
"['止痛', '降气']",0.00033523564219001267
"['止痛', '益胃']",0.00025529139380153776
"['止痛', '清心']",0.00025529139380153776
"['止痛', '滋补强壮']",0.0002422454244780381
"['止痛', '抗癌']",0.00020369640821610302
"['止痛', '助阳']",0.00019106756359921206
"['止痛', '止汗']",0.0001661947915803652
"['止痛', '去腐']",0.00014191086628689842
"['止痛', '健脾胃']",0.00013002410017526334
"['止痛', '养肝']",0.00011832990547500088
"['止痛', '固脱']",0.00010684843247743547
"['止痛', '肝肾']",9.560319631496395e-05
"['止痛', '滋肾']",8.4621870749646e-05
"['止痛', '风热']",8.4621870749646e-05
"['止痛', '疏散']",7.393733086902277e-05
"['止痛', '排石']",6.358904469117022e-05
"['止痛', '逐瘀']",6.358904469117022e-05
"['止痛', '解热毒']",5.3624963957665805e-05
"['止痛', '清凉']",4.410414583039257e-05
"['止痛', '清虚热']",4.410414583039257e-05
"['止痛', '散血']",4.410414583039257e-05
"['止痛', '醒脾']",4.410414583039257e-05
"['止痛', '祛暑']",3.510047337523803e-05
"['止痛', '逐饮']",2.670807884619375e-05
"['止痛', '健骨']",2.670807884619375e-05
"['止痛', '破积']",2.670807884619375e-05
"['止痛', '清肠']",2.670807884619375e-05
"['止痛', '固肾']",1.9049500942891484e-05
"['止痛', '温脾']",1.2288419208306145e-05
"['止痛', '生新']",1.2288419208306145e-05
"['止痛', '纳气']",1.2288419208306145e-05
"['止痛', '蚀疮']",1.2288419208306145e-05
"['止痛', '壮筋']",6.6504462593597324e-06
"['止痛', '消痞']",6.6504462593597324e-06
"['止痛', '回阳']",2.4590070062946445e-06
"['止痛', '除风']",2.4590070062946445e-06
"['止痛', '止泄']",2.4590070062946445e-06
"['止痛', '温补肾阳']",2.4590070062946445e-06
"['止痛', '行滞']",2.0174442044718077e-07
"['止痛', '止惊']",2.0174442044718077e-07
"['止痛', '利喉']",2.0174442044718077e-07
"['止痛', '降逆气']",2.0174442044718077e-07
"['止痛', '利咽喉']",2.0174442044718077e-07
"['止痛', '防腐']",2.0174442044718077e-07
"['止痛', '强骨']",2.0174442044718077e-07
"['止痛', '厚肠']",2.0174442044718077e-07
"['止痛', '除温']",2.0174442044718077e-07
"['止痛', '角毒']",2.0174442044718077e-07
"['止痛', '脾胃']",2.0174442044718077e-07
"['止痛', '清神']",6.652688806507712e-07
"['止痛', '开音']",6.652688806507712e-07
"['止痛', '收敛固涩']",6.652688806507712e-07
"['止痛', '利膈']",6.652688806507712e-07
"['止痛', '缓泻']",6.652688806507712e-07
"['止痛', '抗菌']",5.245701963751959e-06
"['止痛', '利温']",5.245701963751959e-06
"['止痛', '消疮']",5.245701963751959e-06
"['止痛', '祛邪']",5.245701963751959e-06
"['止痛', '救逆']",5.245701963751959e-06
"['止痛', '理湿']",5.245701963751959e-06
"['止痛', '补虚劳']",5.245701963751959e-06
"['止痛', '寒湿']",1.6814976269430293e-05
"['止痛', '化食']",1.6814976269430293e-05
"['止痛', '柔肝']",1.6814976269430293e-05
"['止痛', '抑菌']",1.6814976269430293e-05
"['止痛', '敛阴']",1.6814976269430293e-05
"['止痛', '止搐']",1.6814976269430293e-05
"['止痛', '通窃']",1.6814976269430293e-05
"['止痛', '湿中']",1.6814976269430293e-05
"['止痛', '和瘀']",1.6814976269430293e-05
"['止痛', '通痹']",1.6814976269430293e-05
"['止痛', '驳骨']",1.6814976269430293e-05
"['止痛', '目咳']",1.6814976269430293e-05
"['止痛', '止呃']",1.6814976269430293e-05
"['止痛', '清咽']",1.6814976269430293e-05
"['止痛', '摄血']",1.6814976269430293e-05
"['止痛', '泄火']",4.3098132516239396e-05
"['止痛', '止痰']",4.3098132516239396e-05
"['止痛', '吐风']",4.3098132516239396e-05
"['止痛', '和营']",4.3098132516239396e-05
"['止痛', '调和诸药']",4.3098132516239396e-05
"['止痛', '海血']",4.3098132516239396e-05
"['止痛', '助运']",4.3098132516239396e-05
"['止痛', '除垢']",4.3098132516239396e-05
"['止痛', '消风']",4.3098132516239396e-05
"['止痛', '防裂']",4.3098132516239396e-05
"['止痛', '吐痰']",4.3098132516239396e-05
"['止痛', '下骨鲠']",4.3098132516239396e-05
"['止痛', '逐寒']",4.3098132516239396e-05
"['止痛', '下胎']",4.3098132516239396e-05
"['止痛', '敛血']",4.3098132516239396e-05
"['止痛', '隆压']",4.3098132516239396e-05
"['止痛', '化毒']",4.3098132516239396e-05
"['止痛', '理伤']",4.3098132516239396e-05
"['止痛', '目血']",4.3098132516239396e-05
"['止痛', '固齿']",4.3098132516239396e-05
"['止痛', '温脾胃']",4.3098132516239396e-05
"['止痛', '健肾']",4.3098132516239396e-05
"['止痛', '活箅']",4.3098132516239396e-05
"['止痛', '祛淤']",4.3098132516239396e-05
"['止痛', '秀疹']",4.3098132516239396e-05
"['止痛', '活轿']",4.3098132516239396e-05
"['止痛', '暖肝肾']",0.00013859802932175702
"['止痛', '功毒']",0.00013859802932175702
"['止痛', '消肿收敛']",0.00013859802932175702
"['止痛', '行血气']",0.00013859802932175702
"['止痛', '利滞气']",0.00013859802932175702
"['止痛', '续断接骨']",0.00013859802932175702
"['止痛', '锊毒']",0.00013859802932175702
"['止痛', '宁心神']",0.00013859802932175702
"['止痛', '利痹']",0.00013859802932175702
"['止痛', '通鼻']",0.00013859802932175702
"['止痛', '凉热']",0.00013859802932175702
"['止痛', '附疳']",0.00013859802932175702
"['止痛', '补坚硬']",0.00013859802932175702
"['止痛', '消胃']",0.00013859802932175702
"['止痛', '祛风定']",0.00013859802932175702
"['止痛', '症瘕']",0.00013859802932175702
"['止痛', '缩宫']",0.00013859802932175702
"['止痛', '散表寒']",0.00013859802932175702
"['止痛', '宣通经络']",0.00013859802932175702
"['止痛', '辟恶除秽']",0.00013859802932175702
"['止痛', '散气']",0.00013859802932175702
"['止痛', '镇呕']",0.00013859802932175702
"['止痛', '活瘀']",0.00013859802932175702
"['止痛', '消瘤去瘢']",0.00013859802932175702
"['止痛', '抑制分泌']",0.00013859802932175702
"['止痛', '去痛']",0.00013859802932175702
"['止痛', '辟浊']",0.00013859802932175702
"['止痛', '消瘕']",0.00013859802932175702
"['止痛', '拔异物']",0.00013859802932175702
"['止痛', '接骨疗']",0.00013859802932175702
"['止痛', '郐盘']",0.00013859802932175702
"['止痛', '能经']",0.00013859802932175702
"['止痛', '涩带']",0.00013859802932175702
"['止痛', '解热截疟']",0.00013859802932175702
"['止痛', '燥温']",0.00013859802932175702
"['止痛', '实肠']",0.00013859802932175702
"['止痛', '通关窍']",0.00013859802932175702
"['止痛', '散瘀拔弹']",0.00013859802932175702
"['止痛', '消癓']",0.00013859802932175702
"['止痛', '强腰脚']",0.00013859802932175702
"['止痛', '助产']",0.00013859802932175702
"['止痛', '调补']",0.00013859802932175702
"['止痛', '湿里']",0.00013859802932175702
"['止痛', '祛内']",0.00013859802932175702
"['止痛', '祛浊']",0.00013859802932175702
"['止痛', '和肠胃']",0.00013859802932175702
"['止痛', '化淤']",0.00013859802932175702
"['止痛', '避孕']",0.00013859802932175702
"['止痛', '驱早']",0.00013859802932175702
"['止痛', '做瘀']",0.00013859802932175702
"['止痛', '被虚被痰']",0.00013859802932175702
"['止痛', '开窃']",0.00013859802932175702
"['止痛', '养筋']",0.00013859802932175702
"['止痛', '除病毒']",0.00013859802932175702
"['止痛', '祛民']",0.00013859802932175702
"['止痛', '解素养']",0.00013859802932175702
"['止痛', '行气血']",0.00013859802932175702
"['止痛', '调肝']",0.00013859802932175702
"['止痛', '清炎']",0.00013859802932175702
"['止痛', '平顺']",0.00013859802932175702
"['止痛', '散湿毒']",0.00013859802932175702
"['消肿', '补气']",0.0009559542385352837
"['消肿', '疏肝']",0.00046017165816886196
"['消肿', '温肾']",0.00046017165816886196
"['消肿', '退热']",0.00034810004686519624
"['消肿', '潜阳']",0.0003115360445865578
"['消肿', '敛肺']",0.0002874327956434164
"['消肿', '消疳']",0.00022831630209213527
"['消肿', '益胃']",0.00021672102890879508
"['消肿', '补益']",0.00020521328476852396
"['消肿', '消痰']",0.0001712780501898492
"['消肿', '降火']",0.00012770407167611575
"['消肿', '宽胸']",0.00010682928571198458
"['消肿', '养肝']",9.667182752282066e-05
"['消肿', '调中']",8.672694232769729e-05
"['消肿', '固表']",5.842471216166434e-05
"['消肿', '暖胃']",5.842471216166434e-05
"['消肿', '疏散']",5.842471216166434e-05
"['消肿', '排石']",4.961241923889803e-05
"['消肿', '疗癣']",4.961241923889803e-05
"['消肿', '逐瘀']",4.961241923889803e-05
"['消肿', '镇痉']",4.961241923889803e-05
"['消肿', '消暑']",4.1184183195541735e-05
"['消肿', '清凉']",3.319906122223326e-05
"['消肿', '通脉']",3.319906122223326e-05
"['消肿', '强腰膝']",3.319906122223326e-05
"['消肿', '除风湿']",2.573093641350388e-05
"['消肿', '祛暑']",2.573093641350388e-05
"['消肿', '益气血']",2.573093641350388e-05
"['消肿', '清火']",2.573093641350388e-05
"['消肿', '镇心']",1.8873941052210963e-05
"['消肿', '醒神']",1.8873941052210963e-05
"['消肿', '益阴']",1.8873941052210963e-05
"['消肿', '破积']",1.8873941052210963e-05
"['消肿', '清肠']",1.8873941052210963e-05
"['消肿', '解渴']",1.2750613866630012e-05
"['消肿', '益精血']",1.2750613866630012e-05
"['消肿', '调气']",1.2750613866630012e-05
"['消肿', '泄热']",1.2750613866630012e-05
"['消肿', '生新']",7.524634428379695e-06
"['消肿', '补肾阳']",7.524634428379695e-06
"['消肿', '利气']",7.524634428379695e-06
"['消肿', '辛凉解表']",7.524634428379695e-06
"['消肿', '杀菌']",3.421615383136789e-06
"['消肿', '泻水']",3.421615383136789e-06
"['消肿', '通阳']",3.421615383136789e-06
"['消肿', '除风']",7.649816699539791e-07
"['消肿', '清胃']",7.649816699539791e-07
"['消肿', '疗痔']",7.649816699539791e-07
"['消肿', '化浊']",7.649816699539791e-07
"['消肿', '除蒸']",7.649816699539791e-07
"['消肿', '敛伤']",7.649816699539791e-07
"['消肿', '止惊']",4.2376288533763073e-08
"['消肿', '利咽喉']",4.2376288533763073e-08
"['消肿', '补胃']",4.2376288533763073e-08
"['消肿', '除温']",4.2376288533763073e-08
"['消肿', '疗疳']",4.2376288533763073e-08
"['消肿', '玫毒']",4.2376288533763073e-08
"['消肿', '利肺']",2.040409646686392e-06
"['消肿', '开音']",2.040409646686392e-06
"['消肿', '托疮']",2.040409646686392e-06
"['消肿', '清暑热']",2.040409646686392e-06
"['消肿', '袪风湿']",2.040409646686392e-06
"['消肿', '益脾']",2.040409646686392e-06
"['消肿', '祛除']",2.040409646686392e-06
"['消肿', '风湿']",8.155203349735629e-06
"['消肿', '利温']",8.155203349735629e-06
"['消肿', '通血脉']",8.155203349735629e-06
"['消肿', '消疮']",8.155203349735629e-06
"['消肿', '痛经']",8.155203349735629e-06
"['消肿', '寒湿']",2.1258690026171312e-05
"['消肿', '通利二便']",2.1258690026171312e-05
"['消肿', '退烧']",2.1258690026171312e-05
"['消肿', '肺肾']",2.1258690026171312e-05
"['消肿', '抑菌']",2.1258690026171312e-05
"['消肿', '剑疮']",2.1258690026171312e-05
"['消肿', '止吐']",2.1258690026171312e-05
"['消肿', '止搐']",2.1258690026171312e-05
"['消肿', '束带']",2.1258690026171312e-05
"['消肿', '通林']",2.1258690026171312e-05
"['消肿', '清咽']",2.1258690026171312e-05
"['消肿', '化症']",2.1258690026171312e-05
"['消肿', '峻下']",4.907591042296877e-05
"['消肿', '和营']",4.907591042296877e-05
"['消肿', '止漏']",4.907591042296877e-05
"['消肿', '海血']",4.907591042296877e-05
"['消肿', '和湿']",4.907591042296877e-05
"['消肿', '除垢']",4.907591042296877e-05
"['消肿', '收敛固脱']",4.907591042296877e-05
"['消肿', '破积滞']",4.907591042296877e-05
"['消肿', '化脓']",4.907591042296877e-05
"['消肿', '防裂']",4.907591042296877e-05
"['消肿', '治疟']",4.907591042296877e-05
"['消肿', '兴阳']",4.907591042296877e-05
"['消肿', '泄浊']",4.907591042296877e-05
"['消肿', '散瘀痛']",4.907591042296877e-05
"['消肿', '缓肝']",4.907591042296877e-05
"['消肿', '化毒']",4.907591042296877e-05
"['消肿', '目血']",4.907591042296877e-05
"['消肿', '温脾胃']",4.907591042296877e-05
"['消肿', '目痛']",4.907591042296877e-05
"['消肿', '接筋骨']",4.907591042296877e-05
"['消肿', '祛淤']",4.907591042296877e-05
"['消肿', '止痈']",4.907591042296877e-05
"['消肿', '暖肝肾']",0.00014610972318651605
"['消肿', '支翳']",0.00014610972318651605
"['消肿', '风利湿']",0.00014610972318651605
"['消肿', '肃肺']",0.00014610972318651605
"['消肿', '利滞气']",0.00014610972318651605
"['消肿', '避浊']",0.00014610972318651605
"['消肿', '消水']",0.00014610972318651605
"['消肿', '破坚']",0.00014610972318651605
"['消肿', '凉散瘀']",0.00014610972318651605
"['消肿', '利痹']",0.00014610972318651605
"['消肿', '退虚弱']",0.00014610972318651605
"['消肿', '拨刺']",0.00014610972318651605
"['消肿', '润腩']",0.00014610972318651605
"['消肿', '解素']",0.00014610972318651605
"['消肿', '积滞']",0.00014610972318651605
"['消肿', '附疳']",0.00014610972318651605
"['消肿', '泄逐邪']",0.00014610972318651605
"['消肿', '泻实']",0.00014610972318651605
"['消肿', '入络']",0.00014610972318651605
"['消肿', '散瘀结']",0.00014610972318651605
"['消肿', '消癥']",0.00014610972318651605
"['消肿', '祛谈']",0.00014610972318651605
"['消肿', '定搐']",0.00014610972318651605
"['消肿', '愈伤']",0.00014610972318651605
"['消肿', '祛痢']",0.00014610972318651605
