,药物名称,相似药物
712,大鲵肉,
713,棉毛紫菀,
714,螺蛳,
715,迭裂黄堇,
716,红椽木子,
717,露兜竻心,
718,露兜竻花,
719,毛地锦,丁癸草根、柠鸡儿果、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、细刺木半夏、苧麻根、小黑升麻、青鳞鱼、棉花、油渣果、霞红报春、雉尾、玉米螟、鮧鱼目、蝌蚪、井口边草、苎麻皮、滇大萼虎耳草、葛叶、蚕豆叶、远志黄堇、紫油木、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、倒卵叶伏石蕨、萱草根、香鼬、滇古菜、高枝小米草、棉毛紫菀、蝮蛇脂、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、土三七、山油麻、消毒药、小叶金花草、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、地蜂子、刺桐花、牛白藤
720,红地榆,
721,鳢鱼,
722,鼺鼠,
723,大苞叶千斤拔,
724,红枫荷,
725,马鬃参,
726,蒙古芯芭,淮草、苎麻根、鹧鸪血、止血马唐、棉花、油渣果、玉米螟、华东膜蕨、蕹菜、苎麻皮、滇大萼虎耳草、葛叶、鸡冠花、红田乌草、石耳、金花菜、倒卵叶伏石蕨、萱草根、荠菜花、狭叶山黄麻、团花龙船花、山油麻、翼柄山莴苣根、湿地匐灯藓、大花列当、石龙刍根、钝叶酸模、刺桐花
727,红梗草,
728,红果冬青,
729,马蹄细辛,
730,倒卵叶紫麻,
731,马乳,
732,毛叶瘦量草,
733,倒卵叶伏石蕨,丁癸草根、柠鸡儿果、淮草、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、鹧鸪血、细刺木半夏、苧麻根、止血马唐、小黑升麻、毛地锦、青鳞鱼、棉花、油渣果、霞红报春、雉尾、玉米螟、蕹菜、鮧鱼目、蝌蚪、华东膜蕨、井口边草、苎麻皮、滇大萼虎耳草、葛叶、蚕豆叶、远志黄堇、紫油木、鸡冠花、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、萱草根、香鼬、金花菜、滇古菜、荠菜花、高枝小米草、棉毛紫菀、狭叶山黄麻、蝮蛇脂、团花龙船花、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、蒙古芯芭、土三七、山油麻、翼柄山莴苣根、湿地匐灯藓、消毒药、小叶金花草、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、石龙刍根、地蜂子、刺桐花、牛白藤
734,大羽藓,
735,马骨,
736,篱栏子,
737,土色牛肝菌,
738,鹿茸,
739,胡颓子叶,
740,海底柏,
741,单叶吴萸,
742,林茜草,
743,海金沙,
744,海金沙草,
745,吊罗山萝芙木,
746,龙珠子,丁癸草根、华南苏铁、柠鸡儿果、狨、爪瓣虎耳草、车螯、疏花婆婆纳、密蒙花、白花蛇舌草、金不换、细刺木半夏、小黑升麻、鹧鸪脚、珊瑚姜、蛇地钱、刺竹笋、蔷薇叶、青鳞鱼、肉爬皂、雉尾、霞红报春、鮧鱼目、蝌蚪、树乌蝇羽、中华青鳞鱼、苦瓠叶、马甲子叶、牛舌头、川山柳藤、鹿胆、龙珠根、木姜子根、小花盾叶薯蓣、狭基巢蕨、蝮蛇骨、香鼬、鸢脑、滇古菜、黑毛七、蕈树、高枝小米草、棉毛紫菀、蝮蛇脂、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、掌叶半夏、土三七、绿花阔蕊兰、消毒药、草苞蛇眼草、枣叶、残槁蔃、匍匐南芥、扇叶虎耳草、红花隔距兰、牛白藤
747,地筋,
748,海龙,
749,海马,
750,骆驼肉,
751,海鳗,
752,硫磺菌,
753,六月雪叶,
754,滇刺黄柏,
755,荔枝核,
756,绿花阔蕊兰,
757,海牛,
758,荔枝,
759,栎叶槲蕨,
760,栾樨,
761,大孢硬皮马勃,
762,亮叶桦皮,
763,骆驼脂,
764,林檎,
765,莲叶桐,
766,鹿寿草,
767,鹅肉,
768,峨嵋耳蕨,
769,鹅黄报春,
770,黄鳝藤,矮冷水花、千解草、鞭打绣球、象耳朵、细柄书带蕨、壮阳草、黔桂醉魂藤、瑞香、雕骨、白鬼笔、盘肠草、杜鹃花果实、莲叶点地梅、五脉叶香豌豆、黄叶耳草、凤仙花、爬藤榕、龙爪树、洋虫、木本胡枝子皮、铁骨银参、白毛草、鸟不宿、长柄唐松草
771,大黄茎,
772,斗蓬草,
773,黄蜀葵茎,
774,黄蜀葵子,
775,罗勒,
776,罗汉松实,
777,罗汉松根皮,
778,吕宋荚蒾,
779,绿蟾蜍花,
780,罗汉果,
781,丽江高山耳蕨,
782,黄羊肉,
783,黄羊油,
784,轮叶马先蒿,
785,淡黄香薷,
786,炉甘石,
787,大毛红花,
788,栗柄凤尾蕨,
789,海鳝,
790,吕氏裸胸鳝,
791,留师蜜,
792,簝叶竹根,
793,多齿蛇鲻,
794,丽江翠雀花,
795,绿豆芽,
796,厚朴果,
797,绿豆花,
798,绿豆粉,
799,绿豆,
800,鹿脂,
801,鹿靥,
802,鹿药,
803,大香附子,
804,丽江假露珠草,
805,吕宋楸毛,
806,鹿衔草,
807,鹿尾,
808,胡桃花,
809,多裂黄檀,
810,大乌泡根,
811,胡桃油,
812,鹿髓,
813,鹿肉,
814,地石榴花,
815,鹿血,
816,绿结鸡骨,
817,大黄蜂子,
818,萝藦子,
819,铃兰,
820,铃当子,
821,蓝剑麻,
822,老鼠竻,
823,鸐雉,
824,海燕,
825,披麻草根,
826,单子麻黄,
827,栗寄生,
828,驴阴茎,
829,痢止蒿,
830,海州骨碎补,
831,单叶新月蕨,
832,核桃楸果仁,
833,狸肉,
834,多节青兰,
835,荷苞花根,
836,梨,
837,多叶勾儿茶,
838,滇大萼虎耳草,丁癸草根、柠鸡儿果、淮草、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、鹧鸪血、细刺木半夏、苧麻根、止血马唐、小黑升麻、毛地锦、青鳞鱼、棉花、油渣果、霞红报春、雉尾、玉米螟、鮧鱼目、蝌蚪、华东膜蕨、井口边草、苎麻皮、蚕豆叶、葛叶、远志黄堇、蕹菜、紫油木、鸡冠花、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、倒卵叶伏石蕨、萱草根、香鼬、金花菜、滇古菜、荠菜花、高枝小米草、棉毛紫菀、狭叶山黄麻、蝮蛇脂、团花龙船花、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、蒙古芯芭、土三七、山油麻、翼柄山莴苣根、湿地匐灯藓、消毒药、小叶金花草、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、石龙刍根、地蜂子、刺桐花、牛白藤
839,狼膏,
840,大叶白蜡,
841,龙珠根,
842,海松子,
843,松叶,
844,蚺蛇肉,
845,松球,
846,白粱米,
847,五加果,
848,五谷虫,
849,刺参,
850,刺果甘草,
851,五倍子苗,
852,鼬鼠肉,
853,鼬瓣花根,
854,无漏子,
855,萱草根,丁癸草根、柠鸡儿果、淮草、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、鹧鸪血、细刺木半夏、苧麻根、止血马唐、小黑升麻、毛地锦、青鳞鱼、棉花、油渣果、霞红报春、雉尾、玉米螟、蕹菜、鮧鱼目、蝌蚪、华东膜蕨、井口边草、苎麻皮、滇大萼虎耳草、葛叶、蚕豆叶、远志黄堇、紫油木、鸡冠花、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、倒卵叶伏石蕨、香鼬、金花菜、滇古菜、荠菜花、高枝小米草、棉毛紫菀、狭叶山黄麻、蝮蛇脂、团花龙船花、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、蒙古芯芭、土三七、山油麻、翼柄山莴苣根、湿地匐灯藓、消毒药、小叶金花草、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、石龙刍根、地蜂子、刺桐花、牛白藤
856,无花果,
857,鳙鱼头,
858,刺糖,
859,刺鸭脚木,
860,长春七,
861,鳙鱼,
862,象皮,
863,礜石,
864,中华鼢鼠,
865,草苁蓉,
866,狭基巢蕨,丁癸草根、华南苏铁、柠鸡儿果、狨、爪瓣虎耳草、车螯、疏花婆婆纳、密蒙花、白花蛇舌草、金不换、细刺木半夏、小黑升麻、鹧鸪脚、珊瑚姜、蛇地钱、刺竹笋、蔷薇叶、青鳞鱼、肉爬皂、雉尾、霞红报春、鮧鱼目、蝌蚪、树乌蝇羽、中华青鳞鱼、苦瓠叶、马甲子叶、牛舌头、川山柳藤、鹿胆、龙珠根、木姜子根、小花盾叶薯蓣、蝮蛇骨、香鼬、鸢脑、滇古菜、黑毛七、蕈树、高枝小米草、棉毛紫菀、蝮蛇脂、栗柄凤尾蕨、鳝鱼骨、龙珠子、白金古榄、绣线菊、砾玄参、掌叶半夏、土三七、绿花阔蕊兰、消毒药、草苞蛇眼草、枣叶、残槁蔃、匍匐南芥、扇叶虎耳草、红花隔距兰、牛白藤
867,熊肉,
868,臭威灵,
869,蚕砂,
870,熊脂,
871,白茅花,
872,腰子草,
873,五色梅花,
874,小叶金花草,丁癸草根、柠鸡儿果、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、细刺木半夏、苧麻根、小黑升麻、毛地锦、青鳞鱼、棉花、油渣果、霞红报春、雉尾、玉米螟、鮧鱼目、蝌蚪、井口边草、苎麻皮、滇大萼虎耳草、葛叶、蚕豆叶、远志黄堇、紫油木、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、倒卵叶伏石蕨、萱草根、香鼬、滇古菜、高枝小米草、棉毛紫菀、蝮蛇脂、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、土三七、山油麻、消毒药、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、地蜂子、刺桐花、牛白藤
875,樱桃枝,
876,樱桃,
877,樱额,
878,鹦鹉,
879,莼,
880,白马阴茎,
881,喜马拉雅紫茉莉,
882,鹬肉,
883,五灵脂,
884,鹰头,
885,蛏,
886,香菊,
887,中华赛爵床,
888,中华青鳞鱼,
889,乌饭子,
890,刺梨,
891,乌当归,
892,白刺,
893,白蝶花,
894,文鳐鱼,
895,白花映山红,
896,白花蛇,
897,小花盾叶薯蓣,
898,刺人参,
899,小黄鱼鳍,
900,爪哇唐松草,
901,止咳菊,
902,芜菁,
903,白花蛇头,
904,白石英,
905,白扁豆皮,
906,丛毛榕,
907,百味叶,
908,乌桕木根皮,
909,叉分蓼,
910,旋花,
911,川桂,
912,川梨,
913,搬倒甑,
914,乌尼参,
915,旋花根,
916,西瓜翠衣,
917,小叶薄荷,
918,小人参,
919,雪参,
920,垂盆草,
921,小连翘,
922,扁担杆,
923,雪莲花,
924,乌桕子,
925,乌桕叶,
926,狭叶山胡椒,
927,夏丸,
928,五味子,
929,藏绵芪,
930,野鸡草,
931,止血马唐,
932,皱疤坚螺,
933,小花蜘蛛抱蛋,
934,白术,
935,逍遥馒头蟹,
936,细柄书带蕨,
937,附地菜,
938,野核桃仁,
939,蚕豆茎,
940,豚卵,
941,蚕豆叶,
942,蚕茧,
943,白石花,
944,野大豆藤,
945,小黑升麻,
946,滇竹根七,
947,掌叶半夏,
948,象耳朵,矮冷水花、千解草、鞭打绣球、细柄书带蕨、壮阳草、黔桂醉魂藤、瑞香、雕骨、白鬼笔、盘肠草、杜鹃花果实、莲叶点地梅、五脉叶香豌豆、黄叶耳草、凤仙花、爬藤榕、龙爪树、洋虫、木本胡枝子皮、铁骨银参、黄鳝藤、白毛草、鸟不宿、长柄唐松草
949,小被单草,
950,勾儿茶,
951,白苋,
952,红牛毛刺,
953,小草寇,
954,喜山葶苈,
955,白仙茅,
956,红叶藤,
957,常春藤子,
958,野三七,
959,火赤链蛇,
960,赶黄草,
961,铁藤根,
962,桂木,
963,小罗伞,
964,铁篱巴果,
965,关白附,
966,铁骨银参,矮冷水花、千解草、鞭打绣球、象耳朵、细柄书带蕨、壮阳草、黔桂醉魂藤、瑞香、雕骨、白鬼笔、盘肠草、杜鹃花果实、莲叶点地梅、五脉叶香豌豆、黄叶耳草、凤仙花、爬藤榕、龙爪树、洋虫、木本胡枝子皮、黄鳝藤、白毛草、鸟不宿、长柄唐松草
967,桃子,
968,野马蹄草,
969,翠蓝草,
970,甜石榴,
971,豺肉,
972,螳螂,
973,檀香油,
974,白前,
975,细刺木半夏,
976,霞天膏,
977,藓生马先蒿,
978,藤仲,
979,小茅香,
980,橡实,
981,仙掌子,
982,白牛胆根,
983,熊筋,
984,白尼参,
985,大叶山桂,
986,大枣,
987,熊脑,
988,中国骨碎补,
989,硬叶女娄菜,
990,单体蕊黄芪,
991,大肺经草,
992,獭肝,
993,野槟榔,
994,甜瓜,
995,豆豉草,
996,蕈树,
997,甜茶,
998,鹈鹕脂油,
999,地仙桃,
1000,眼镜蛇,
1001,壮阳草,
1002,冬葵,
1003,相似虾脊兰,
1004,越南樟皮,
1005,对虾,
1006,鲦鱼,
1007,越瓜,
1008,醍醐,
1009,小果倒地铃,
1010,缘桑螺,
1011,野苋子,
1012,越南枝实,
1013,竹芋,
1014,西藏角蒿,
1015,烟台翠雀花,
1016,猪靥,
1017,西瓜,
1018,猪髓,
1019,西瓜皮,
1020,翼柄山莴苣,
1021,猪笼草,
1022,越南万年青,
1023,猪肝,
1024,西南卫矛,
1025,白花蛇舌草,丁癸草根、华南苏铁、柠鸡儿果、狨、爪瓣虎耳草、车螯、疏花婆婆纳、密蒙花、金不换、细刺木半夏、小黑升麻、鹧鸪脚、珊瑚姜、蛇地钱、刺竹笋、蔷薇叶、青鳞鱼、肉爬皂、雉尾、霞红报春、鮧鱼目、蝌蚪、树乌蝇羽、中华青鳞鱼、苦瓠叶、马甲子叶、牛舌头、川山柳藤、鹿胆、龙珠根、木姜子根、小花盾叶薯蓣、狭基巢蕨、蝮蛇骨、香鼬、鸢脑、滇古菜、黑毛七、蕈树、高枝小米草、棉毛紫菀、蝮蛇脂、栗柄凤尾蕨、鳝鱼骨、龙珠子、白金古榄、绣线菊、砾玄参、掌叶半夏、土三七、绿花阔蕊兰、消毒药、草苞蛇眼草、枣叶、残槁蔃、匍匐南芥、扇叶虎耳草、红花隔距兰、牛白藤
1026,猪肤,
1027,猪肚,
1028,西洋菜干,
1029,鱵鱼,
1030,猪大肠,
1031,西藏鸡爪草,
1032,猪肠,
1033,西藏凤仙花,
1034,杏子,
1035,哉果,
1036,红参,
1037,芭蕉油,
1038,芭蕉叶,
1039,苋,
1040,芭蕉根,
1041,小杉藻,
1042,云南阴地蕨,
1043,鸭头兰花草,
1044,苋实,
1045,广金钱草,
1046,蜂蜡,
1047,玉兰花,
1048,小木通,
1049,稻芽,
1050,杏花,
1051,大枣大枣,
1052,楮实子,
1053,核桃仁,
1054,鳟鱼,
1055,向日葵花盘,
1056,岩天麻,
1057,棒棒草,
1058,杨栌,
1059,血风藤,
1060,紫椿,
1061,紫河车,
1062,血满草,
1063,紫鸭跖草,
1064,紫藤子,
1065,紫梢花,
1066,紫藤,
1067,蚌泪,
1068,玉米螟,丁癸草根、柠鸡儿果、淮草、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、鹧鸪血、细刺木半夏、苧麻根、止血马唐、小黑升麻、毛地锦、青鳞鱼、棉花、油渣果、霞红报春、雉尾、蕹菜、鮧鱼目、蝌蚪、华东膜蕨、井口边草、苎麻皮、滇大萼虎耳草、葛叶、蚕豆叶、远志黄堇、紫油木、鸡冠花、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、倒卵叶伏石蕨、萱草根、香鼬、金花菜、滇古菜、荠菜花、高枝小米草、棉毛紫菀、狭叶山黄麻、蝮蛇脂、团花龙船花、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、蒙古芯芭、土三七、山油麻、翼柄山莴苣根、湿地匐灯藓、消毒药、小叶金花草、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、石龙刍根、地蜂子、刺桐花、牛白藤
1069,野绿麻,
1070,紫藤根,
1071,豹肉,
1072,野漆树叶,
1073,雉子筵,
1074,向日葵根,
1075,远志黄堇,丁癸草根、柠鸡儿果、爪瓣虎耳草、疏花婆婆纳、密蒙花、苎麻根、细刺木半夏、苧麻根、小黑升麻、毛地锦、青鳞鱼、棉花、油渣果、霞红报春、雉尾、玉米螟、鮧鱼目、蝌蚪、井口边草、苎麻皮、滇大萼虎耳草、葛叶、蚕豆叶、紫油木、苦瓠叶、马甲子叶、白腹锦鸡、牛舌头、龙珠根、小花盾叶薯蓣、木姜子根、红田乌草、明矾、石耳、蝮蛇骨、倒卵叶伏石蕨、萱草根、香鼬、滇古菜、高枝小米草、棉毛紫菀、蝮蛇脂、栗柄凤尾蕨、鳝鱼骨、白金古榄、绣线菊、砾玄参、土三七、山油麻、消毒药、小叶金花草、枣叶、残槁蔃、大花列当、匍匐南芥、钝叶酸模、扇叶虎耳草、红花隔距兰、地蜂子、刺桐花、牛白藤
1076,雉脑,
1077,鹧鸪,
1078,鹧鸪脚,
1079,鹧鸪血,
1080,鹧鸪脂,
1081,小红蒜根,
1082,扁豆衣,
1083,小红参,
1084,獐骨,
1085,獐肉,
1086,翼柄山莴苣根,淮草、苎麻根、鹧鸪血、止血马唐、棉花、油渣果、玉米螟、华东膜蕨、蕹菜、苎麻皮、滇大萼虎耳草、葛叶、鸡冠花、红田乌草、石耳、金花菜、倒卵叶伏石蕨、萱草根、荠菜花、狭叶山黄麻、团花龙船花、蒙古芯芭、山油麻、湿地匐灯藓、大花列当、石龙刍根、钝叶酸模、刺桐花
1087,獐髓,
1088,扁豆藤,
1089,阴蚼,
1090,棕叶芦,
1091,月见罗瑞草,
1092,雉,
1093,血参,
1094,雉尾,
1095,蚬壳,
1096,柘木,
1097,小通草,
1098,炙黄芪,
1099,岩谷伞,
1100,白鬼笔,矮冷水花、千解草、鞭打绣球、象耳朵、细柄书带蕨、壮阳草、黔桂醉魂藤、瑞香、雕骨、盘肠草、杜鹃花果实、莲叶点地梅、五脉叶香豌豆、黄叶耳草、凤仙花、爬藤榕、龙爪树、洋虫、木本胡枝子皮、铁骨银参、黄鳝藤、白毛草、鸟不宿、长柄唐松草
1101,白腹锦鸡,
1102,竹节参,
1103,余甘子,
1104,竹蜂,
1105,狭叶竹节参,
1106,显脉罗伞,
1107,天竺黄,
1108,柚木,
1109,松花粉,
1110,沙苑子,
1111,白鹅膏,
1112,相思藤,
1113,相思子根,
1114,车前草,
1115,炙红芪,
1116,元元草,
1117,制何首乌,
1118,竹兰草,
1119,盐胆水,
1120,半枫荷,
1121,瑶山谷精草,
1122,赤沙糖,
1123,莕菜,
1124,赤石脂,
1125,娃娃拳,
1126,野花椒根,
1127,竹鱼,
1128,越南巴豆,
1129,竹头草,
1130,虾蟆,
1131,翁波,
1132,竹茹,
1133,虾子花,
1134,虫白蜡,
1135,白果根,
1136,白桂木根,
1137,海螵蛸,
1138,蕹菜,淮草、苎麻根、鹧鸪血、止血马唐、棉花、油渣果、玉米螟、华东膜蕨、苎麻皮、滇大萼虎耳草、葛叶、鸡冠花、红田乌草、石耳、金花菜、倒卵叶伏石蕨、萱草根、荠菜花、狭叶山黄麻、团花龙船花、蒙古芯芭、山油麻、翼柄山莴苣根、湿地匐灯藓、大花列当、石龙刍根、钝叶酸模、刺桐花
1139,叉歧繁缕,
1140,百眼藤,
1141,钟乳石,
1142,香鼬,
1143,野辣子,
1144,鞭打绣球,矮冷水花、千解草、象耳朵、细柄书带蕨、壮阳草、黔桂醉魂藤、瑞香、雕骨、白鬼笔、盘肠草、杜鹃花果实、莲叶点地梅、五脉叶香豌豆、黄叶耳草、凤仙花、爬藤榕、龙爪树、洋虫、木本胡枝子皮、铁骨银参、黄鳝藤、白毛草、鸟不宿、长柄唐松草
1145,百灵草,
1146,小血光藤,
1147,枳椇根,
1148,百花锦蛇,
1149,银色苀子梢,
1150,葫芦巴,
1151,百部,
1152,羊毛草根,
1153,松香,
1154,黄芪,
1155,牙辣茄鱼,
1156,细叶防风,
1157,柞蚕蛹,
1158,丛毛榕根,
1159,阴湿小檗,
